0.1  0.110716927411 3.723845958709717
0.5  0.140096462686 0.5547800064086914
1.0  0.222336143821 0.19543004035949707
2.0  0.210734216226 0.1244049072265625
4.0  0.24485916153 0.12195396423339844
8.0  0.205431001889 0.16551899909973145
16.0  0.250678332372 0.12306690216064453
