#gd-step, abs-grad_likelihood, theta-error
0 2.37199991054 0.376280000895
1 2.18983628287 0.354381638066
2 2.02604746566 0.334121163409
3 1.87797777069 0.315341385702
4 1.74348878668 0.297906497836
5 1.62083699093 0.281698127926
6 1.5085845344 0.266612282582
7 1.40553316866 0.252556950896
8 1.31067461223 0.239450204773
9 1.22315278645 0.227218676909
10 1.14223474828 0.215796329426
11 1.06728808042 0.205123448622
12 0.997763134232 0.19514581728
13 0.933178959661 0.185814027683
14 0.873112064799 0.177082907035
15 0.817187366886 0.168911033366
16 0.765070854942 0.161260324817
17 0.71646359957 0.154095688821
18 0.671096830732 0.147384720514
19 0.628727867747 0.141097441836
20 0.589136733612 0.1352060745
21 0.552123321984 0.12968484128
22 0.517505012976 0.12450979115
23 0.485114655338 0.119658644597
24 0.454798849215 0.115110656105
25 0.42641647672 0.110846491338
26 0.399837437771 0.10684811696
27 0.37494155674 0.103098701393
28 0.35161763191 0.0995825250735
29 0.329762604856 0.096284899025
30 0.309280831015 0.0931920907148
31 0.290083436007 0.0902912563547
32 0.272087744976 0.087570378905
33 0.255216774391 0.0850182111611
34 0.239398777534 0.0826242233857
35 0.224566836331 0.0803785550224
36 0.210658493393 0.0782719700885
37 0.197615419106 0.0762958158974
38 0.185383109396 0.0744419848035
39 0.173910610494 0.0727028786985
40 0.163150267539 0.0710713760232
41 0.153057494357 0.0695408010796
42 0.143590562086 0.0681048954587
43 0.134710404691 0.0667577914118
44 0.126380439637 0.0654939870154
45 0.118566402236 0.0643083229931
46 0.111236192366 0.0631959610694
47 0.10435973242 0.0621523637452
48 0.0979088354937 0.0611732753903
49 0.091857082905 0.0602547045612
50 0.0861797102785 0.0593929074585
51 0.0808535014802 0.0585843724437
52 0.0758566897789 0.0578258055459
53 0.0711688656713 0.0571141168891
54 0.0667708908589 0.0564464079806
55 0.0626448179195 0.0558199598014
56 0.0587738152531 0.0552322216488
57 0.0551420969237 0.0546808006796
58 0.0517348570476 0.0541634521091
59 0.048538208412 0.053678070025
60 0.0455391250305 0.0532226787747
61 0.0427253883673 0.052795424891
62 0.0400855369836 0.0523945695212
63 0.0376088193755 0.0520184813274
64 0.035285149794 0.0516656298295
65 0.0331050668494 0.051334579161
66 0.0310596947202 0.0510239822138
67 0.0291407067957 0.0507325751458
68 0.0273402915964 0.0504591722299
69 0.0256511208258 0.0502026610216
70 0.0240663194179 0.0499619978274
71 0.0225794374517 0.0497362034529
72 0.0211844238167 0.0495243592148
73 0.0198756015166 0.0493256031996
74 0.0186476445091 0.0491391267545
75 0.0174955559846 0.0489641711946
