#gd-step, abs-grad_likelihood, theta-error
0 10.8886384299 0.291113615701
1 7.61254877393 0.214988127962
2 5.54595090506 0.159528618911
3 4.12408667084 0.118287752203
4 3.10063019167 0.0872814502859
5 2.34543354213 0.0638271148646
6 1.78032336724 0.0460238811922
7 1.35405336057 0.0324833475865
8 1.03102516852 0.0221730959013
9 0.785579544997 0.0143173004513
10 0.598794432027 0.00832935613104
11 0.456522437393 0.00376413175711
12 0.348098971633 0.000283142040783
13 0.265445913905 0.00237131709827
14 0.202426961536 0.00439558671363
15 0.154373134056 0.00593931805419
16 0.117728473822 0.00711660279241
17 0.0897831927775 0.00801443472019
18 0.0684716432634 0.00869915115282
19 0.0522189001894 0.00922134015472
20 0.0398240501444 0.00961958065616
21 0.030371312422 0.00992329378038
22 0.0231623138106 0.0101549169185
23 0.0176644641613 0.0103315615601
24 0.0134715968847 0.0104662775289
25 0.0102739568788 0.0105690170977
26 0.00783531438545 0.0106473702416
27 0.00597551212101 0.0107071253628
28 0.00455715548138 0.0107526969176
29 0.00347546217443 0.0107874515394
30 0.00265052124419 0.0108139567518
31 0.00202138954301 0.0108341706472
32 0.00154158949072 0.0108495865421
33 0.00117567549987 0.0108613432971
34 0.000896615402807 0.0108703094512
35 0.000683793428567 0.0108771473854
36 0.000521487196896 0.0108823622574
37 0.000397706215361 0.0108863393196
38 0.000303306072892 0.0108893723803
39 0.000231312889524 0.0108916855092
40 0.00017640811591 0.0108934495904
41 0.000134535621514 0.0108947949466
42 0.000102602045071 0.010895820967
43 7.82482701095e-05 0.0108966034497
44 5.96751436215e-05 0.0108972002012
45 4.55105622323e-05 0.0108976553068
46 3.47081070745e-05 0.0108980023879
47 2.64697388389e-05 0.0108982670852
48 2.01868420166e-05 0.0108984689537
49 1.53952629892e-05 0.0108986229063
50 1.17410203225e-05 0.0108987403165
51 8.9541541693e-06 0.010898829858
52 6.82878273946e-06 0.0108988981459
53 5.20789264329e-06 0.0108989502248
54 3.97173944946e-06 0.0108989899422
55 3.02900143194e-06 0.0108990202322
56 2.31003312596e-06 0.0108990433325
57 1.76172020358e-06 0.0108990609497
58 1.34355566287e-06 0.0108990743853
59 1.02464727475e-06 0.0108990846318
60 7.81435469257e-07 0.0108990924461
61 5.95952775306e-07 0.0108990984056
62 4.54496531377e-07 0.0108991029506
63 3.46616546421e-07 0.0108991064168
64 2.643431365e-07 0.0108991090602
