#gd-step, abs-grad_likelihood, theta-error
0 46.1137058136 0.438862941864
1 14.2432382692 0.296430559171
2 7.90569860652 0.217373573106
3 4.69731337755 0.170400439331
4 2.85173005042 0.141883138827
5 1.74459780856 0.124437160741
6 1.07031708016 0.113733989939
7 0.657340687932 0.10716058306
8 0.403870499155 0.103121878068
9 0.248175680174 0.100640121267
10 0.15251095037 0.099115011763
11 0.0937242917594 0.0981777688454
12 0.0575979241979 0.0976017896034
13 0.0353967042926 0.0972478225605
14 0.021753008335 0.0970302924771
15 0.0133682948159 0.096896609529
16 0.00821547682234 0.0968144547607
17 0.00504881621453 0.0967639665986
18 0.00310274696402 0.0967329391289
19 0.00190679129509 0.096713871216
20 0.0011718174564 0.0967021530414
21 0.000720139721849 0.0966949516442
22 0.000442561438542 0.0966905260298
23 0.000271975869394 0.0966878062711
24 0.000167142609123 0.096686134845
25 0.000102717391224 0.0966851076711
26 6.31249118174e-05 0.096684476422
27 3.87933771048e-05 0.0966840884882
28 2.38404468704e-05 0.0966838500838
29 1.46511324903e-05 0.0966837035724
30 9.00384478097e-06 0.096683613534
31 5.5333074646e-06 0.0966835582009
32 3.40049081828e-06 0.096683524196
33 2.0897696119e-06 0.0966835032983
34 1.28426666894e-06 0.0966834904557
35 7.89245326835e-07 0.0966834825632
36 4.85030236135e-07 0.0966834777129
37 2.98075059924e-07 0.0966834747321
38 1.83181856492e-07 0.0966834729003
39 1.12574294668e-07 0.0966834717746
40 6.91824682164e-08 0.0966834710828
41 4.25160387962e-08 0.0966834706576
42 2.61282207248e-08 0.0966834703963
43 1.60570776941e-08 0.0966834702357
44 9.86786591994e-09 0.0966834701371
45 6.06429669148e-09 0.0966834700764
46 3.72681242311e-09 0.0966834700392
47 2.29030284515e-09 0.0966834700163
48 1.40750586297e-09 0.0966834700022
49 8.6498971541e-10 0.0966834699935
50 5.31568922213e-10 0.0966834699882
51 3.26682965124e-10 0.0966834699849
52 2.0075987095e-10 0.0966834699829
53 1.23387025042e-10 0.0966834699817
54 7.58288010161e-11 0.0966834699809
55 4.65967175955e-11 0.0966834699805
56 2.86300760877e-11 0.0966834699802
57 1.75876380126e-11 0.09668346998
58 1.08104813989e-11 0.0966834699799
59 6.6468075488e-12 0.0966834699798
60 4.086757599e-12 0.0966834699798
61 2.50878429142e-12 0.0966834699798
