#gd-step, abs-grad_likelihood, theta-error
456 0.070375 0.28063625
457 0.071625 0.27992
458 0.089125 0.27902875
459 0.096625 0.2780625
460 0.089125 0.27717125
461 0.084125 0.27633
462 0.075375 0.27557625
463 0.095375 0.2746225
464 0.087875 0.27374375
465 0.070375 0.27304
466 0.099125 0.27204875
467 0.092875 0.27112
468 0.072875 0.27039125
469 0.067875 0.2697125
470 0.077875 0.26893375
471 0.065375 0.26828
472 0.091625 0.26736375
473 0.064125 0.2667225
474 0.102875 0.26569375
475 0.072875 0.264965
476 0.076625 0.26419875
477 0.090375 0.263295
478 0.061625 0.26267875
479 0.072875 0.26195
480 0.085375 0.26109625
481 0.066625 0.26043
482 0.076625 0.25966375
483 0.070375 0.25896
484 0.079125 0.25816875
485 0.072875 0.25744
486 0.080375 0.25663625
487 0.086625 0.25577
488 0.081625 0.25495375
489 0.062875 0.254325
490 0.057875 0.25374625
491 0.076625 0.25298
492 0.091625 0.25206375
493 0.084125 0.2512225
494 0.081625 0.25040625
495 0.077875 0.2496275
496 0.085375 0.24877375
497 0.085375 0.24792
498 0.037875 0.24754125
499 0.081625 0.246725
500 0.081625 0.24590875
501 0.082875 0.24508
502 0.080375 0.24427625
503 0.075375 0.2435225
504 0.044125 0.24308125
505 0.089125 0.24219
506 0.070375 0.24148625
507 0.086625 0.24062
508 0.066625 0.23995375
509 0.086625 0.2390875
510 0.066625 0.23842125
511 0.081625 0.237605
512 0.092875 0.23667625
513 0.046625 0.23621
514 0.102875 0.23518125
515 0.067875 0.2345025
516 0.071625 0.23378625
517 0.070375 0.2330825
518 0.059125 0.23249125
519 0.064125 0.23185
520 0.089125 0.23095875
521 0.069125 0.2302675
522 0.071625 0.22955125
523 0.066625 0.228885
524 0.062875 0.22825625
525 0.076625 0.22749
526 0.071625 0.22677375
527 0.052875 0.226245
528 0.085375 0.22539125
529 0.077875 0.2246125
530 0.094125 0.22367125
531 0.069125 0.22298
532 0.067875 0.22230125
533 0.065375 0.2216475
534 0.037875 0.22126875
535 0.065375 0.220615
536 0.084125 0.21977375
537 0.081625 0.2189575
538 0.066625 0.21829125
539 0.090375 0.2173875
540 0.060375 0.21678375
541 0.069125 0.2160925
542 0.081625 0.21527625
543 0.055375 0.2147225
544 0.081625 0.21390625
545 0.060375 0.2133025
546 0.064125 0.21266125
547 0.095375 0.2117075
548 0.069125 0.21101625
549 0.076625 0.21025
550 0.065375 0.20959625
551 0.055375 0.2090425
552 0.080375 0.20823875
553 0.055375 0.207685
554 0.067875 0.20700625
555 0.059125 0.206415
556 0.072875 0.20568625
557 0.061625 0.20507
558 0.051625 0.20455375
559 0.071625 0.2038375
560 0.034125 0.20349625
561 0.069125 0.202805
562 0.041625 0.20238875
563 0.057875 0.20181
564 0.067875 0.20113125
565 0.074125 0.20039
566 0.070375 0.19968625
567 0.062875 0.1990575
568 0.055375 0.19850375
569 0.064125 0.1978625
570 0.045375 0.19740875
571 0.051625 0.1968925
572 0.074125 0.19615125
573 0.081625 0.195335
574 0.066625 0.19466875
575 0.064125 0.1940275
576 0.067875 0.19334875
577 0.077875 0.19257
