6.0 #residual of theta 1
6.0 #residual of theta 2
6.0 #residual of theta 3
6.0 #residual of theta 4
6.0 #residual of theta 5
6.0 #residual of theta 6
6.0 #residual of theta 7
6.0 #residual of theta 8
6.0 #residual of theta 9
6.0 #residual of theta 10
6.0 #residual of theta 11
4.67029736098 #residual of theta 12
4.67029736098 #residual of theta 13
4.67029736098 #residual of theta 14
4.06559626743 #residual of theta 15
4.06559626743 #residual of theta 16
4.06559626743 #residual of theta 17
3.67320353499 #residual of theta 18
3.67320353499 #residual of theta 19
3.67320353499 #residual of theta 20
3.26238786777 #residual of theta 21
3.26238786777 #residual of theta 22
3.26238786777 #residual of theta 23
3.1337748944 #residual of theta 24
3.1337748944 #residual of theta 25
3.1337748944 #residual of theta 26
2.7890658257 #residual of theta 27
2.7890658257 #residual of theta 28
2.7890658257 #residual of theta 29
2.54771403578 #residual of theta 30
2.54771403578 #residual of theta 31
2.54771403578 #residual of theta 32
2.67565684354 #residual of theta 33
2.67565684354 #residual of theta 34
2.67565684354 #residual of theta 35
2.65281704962 #residual of theta 36
2.65281704962 #residual of theta 37
2.65281704962 #residual of theta 38
2.68783114913 #residual of theta 39
2.68783114913 #residual of theta 40
2.68783114913 #residual of theta 41
2.76908437602 #residual of theta 42
2.76908437602 #residual of theta 43
2.76908437602 #residual of theta 44
2.94126163013 #residual of theta 45
2.94126163013 #residual of theta 46
2.94126163013 #residual of theta 47
2.96076054314 #residual of theta 48
2.96076054314 #residual of theta 49
2.96076054314 #residual of theta 50
2.84375306995 #residual of theta 51
2.84375306995 #residual of theta 52
2.84375306995 #residual of theta 53
2.84809726514 #residual of theta 54
2.84809726514 #residual of theta 55
2.84809726514 #residual of theta 56
2.80372589417 #residual of theta 57
2.80372589417 #residual of theta 58
2.80372589417 #residual of theta 59
2.91412713758 #residual of theta 60
2.91412713758 #residual of theta 61
2.91412713758 #residual of theta 62
2.96939041978 #residual of theta 63
2.96939041978 #residual of theta 64
2.96939041978 #residual of theta 65
3.01231780603 #residual of theta 66
3.01231780603 #residual of theta 67
3.01231780603 #residual of theta 68
3.12989496674 #residual of theta 69
3.12989496674 #residual of theta 70
3.12989496674 #residual of theta 71
3.21559077244 #residual of theta 72
3.21559077244 #residual of theta 73
3.21559077244 #residual of theta 74
3.13552654412 #residual of theta 75
