0.4  -6.35280980735 -5.204  13.7421686981 22.0
0.41  -6.21642770891 -5.116  13.6382098443 8.8
0.42  -6.08110019421 -5.156  13.5327514705 -4.0
0.43  -5.94684155568 -4.656  13.4258638528 50.0
0.44  -5.81366537295 -4.504  13.3176182728 15.2
0.45  -5.68158450227 -4.504  13.2080870683 1.7763568394e-13
0.46  -5.55061106535 -4.288  13.0973436915 21.6
0.47  -5.42075643764 -4.12  12.985462771 16.8
0.48  -5.29203123587 -3.908  12.8725201774 21.2
0.49  -5.16444530498 -3.98  12.758593089 -7.2
0.5  -5.03800770443 -3.804  12.6437600547 17.6
0.51  -4.91272669391 -3.672  12.5281010521 13.2
0.52  -4.78860971854 -3.396  12.4116975367 27.6
0.53  -4.66566339376 -3.34  12.2946324786 5.6
0.54  -4.54389348991 -3.216  12.1769903847 12.4
0.55  -4.4233049169 -3.176  12.0588573012 4.0
0.56  -4.30390170896 -2.844  11.9403207942 33.2
0.57  -4.18568700992 -2.704  11.8214699041 14.0
0.58  -4.06866305919 -2.76  11.7023950725 -5.6
0.59  -3.95283117883 -2.58  11.5831880367 18.0
0.6  -3.83819176191 -2.54  11.4639416912 4.0
0.61  -3.72474426277 -2.464  11.344749914 7.6
0.62  -3.61248718922 -2.244  11.2257073553 22.0
0.63  -3.50141809732 -2.292  11.1069091896 -4.8
0.64  -3.39153358902 -2.232  10.98845083 6.0
0.65  -3.28282931298 -2.048  10.8704276048 18.4
0.66  -3.17529996898 -2.028  10.7529343995 2.0
0.67  -3.06893931635 -1.82  10.6360652635 20.8
0.68  -2.96374018648 -1.784  10.5199129869 3.6
0.69  -2.8596945 -1.688  10.4045686476 9.6
0.7  -2.75679328865 -1.576  10.2901211354 11.2
0.71  -2.6550267221 -1.48  10.1766566549 9.6
0.72  -2.55438413996 -1.484  10.0642582144 -0.399999999999
0.73  -2.45485408891 -1.328  9.95300510428 15.6
0.74  -2.3564243652 -1.356  9.84297237137 -2.8
0.75  -2.25908206225 -1.224  9.73423029518 13.2
0.76  -2.16281362353 -1.16  9.62684387216 6.4
0.77  -2.06760490038 -1.104  9.52087231412 5.6
0.78  -1.97344121471 -0.976  9.41636856724 12.8
0.79  -1.88030742613 -0.888  9.31337885777 8.8
0.8  -1.78818800343 -0.976  9.21194227072 -8.8
0.81  -1.69706709976 -0.7  9.11209036712 27.6
0.82  -1.6069286313 -0.544  9.01384684571 15.6
0.83  -1.51775635876 -0.776  8.91722725395 -23.2
0.84  -1.42953397123 -0.672  8.8222387533 10.4
0.85  -1.3422451718 -0.5  8.72887994285 17.2
0.86  -1.25587376435 -0.44  8.637140745 6.0
0.87  -1.17040374079 -0.384  8.54700235625 5.6
0.88  -1.08581936813 -0.28  8.45843726547 10.4
0.89  -1.00210527472 -0.468  8.3714093412 -18.8
0.9  -0.919246534826 -0.4  8.28587398928 6.8
0.91  -0.837228751019 -0.216  8.20177838064 18.4
0.92  -0.756038133529 -0.16  8.11906174906 5.6
0.93  -0.675661575954 -0.192  8.03765575743 -3.2
0.94  -0.596086726649 -0.092  7.95748493057 10.0
0.95  -0.517302055131 -0.14  7.87846715176 -4.8
0.96  -0.439296912935 -0.12  7.80051421958 2.0
0.97  -0.362061588328 0.024  7.72353246077 14.4
0.98  -0.285587354385 -0.016  7.64742339431 -4.0
0.99  -0.209866509973 0.084  7.57208444114 10.0
1.0  -0.134892413237 0.02  7.4974096736 -6.4
1.01  -0.0606595072579 0.076  7.42329059793 5.6
1.02  0.0128366623693 0.1  7.34961696272 2.4
1.03  0.0855994382315 -0.00400000000003  7.27627758622 -10.4
1.04  0.157631050176 0.12  7.20316119447 12.4
1.05  0.228932622803 0.18  7.13015726266 6.0
1.06  0.299504191319 0.216  7.05715685158 3.6
1.07  0.369344725631 0.2  6.98405343121 -1.6
1.08  0.438452162466 0.22  6.91074368354 2.0
1.09  0.506823445235 0.32  6.83712827689 10.0
1.1  0.574454571278 0.3  6.76311260434 -2.0
1.11  0.641340646069 0.388  6.68860747906 8.8
1.12  0.707475943872 0.284  6.61352978031 -10.4
1.13  0.772853974309 0.304  6.53780304366 2.0
1.14  0.837467554214 0.32  6.46135799055 1.6
1.15  0.901308884136 0.38  6.38413299217 6.0
1.16  0.964369628777 0.424  6.30607446415 4.4
1.17  1.02664100067 0.396  6.22713718879 -2.8
1.18  1.08811384629 0.44  6.14728456288 4.4
1.19  1.14877873399 0.4  6.06648876983 -4.0
1.2  1.20862604275 0.468  5.98473087563 6.8
1.21  1.26764605124 0.412  5.90200084943 -5.6
1.22  1.32582902634 0.58  5.81829750989 16.8
1.23  1.38316531034 0.488  5.73362839984 -9.2
1.24  1.43964540626 0.484  5.64800959196 -0.399999999999
1.25  1.49526006056 0.536  5.56146542954 5.2
1.26  1.55000034262 0.488  5.47402820651 -4.8
1.27  1.60385772054 0.5  5.38573779187 1.2
1.28  1.65682413258 0.456  5.29664120387 -4.4
1.29  1.70889205398 0.536  5.20679213986 8.0
1.3  1.76005455866 0.576  5.116250468 4.0
1.31  1.81030537553 0.592  5.025081687 1.6
1.32  1.85963893913 0.58  4.93335636055 -1.2
1.33  1.90805043446 0.596  4.84114953276 1.6
1.34  1.95553583577 0.596  4.748540131 -3.5527136788e-13
1.35  2.00209193939 0.556  4.65561036237 -4.0
1.36  2.04771639049 0.564  4.5624451097 0.800000000002
1.37  2.09240770382 0.6  4.46913133279 3.6
1.38  2.13616527862 0.712  4.37575748015 11.2
1.39  2.17898940778 0.656  4.28241291606 -5.6
1.4  2.22088128145 0.64  4.18918736736 -1.6
1.41  2.26184298539 0.688  4.09617039391 4.8
1.42  2.30187749425 0.728  4.00345088613 4.0
1.43  2.34098866018 0.728  3.91111659246 5.3290705182e-13
1.44  2.37918119697 0.672  3.81925367909 -5.6
1.45  2.41646066021 0.676  3.72794632392 0.4
1.46  2.45283342367 0.656  3.63727634602 -2.0
1.47  2.48830665238 0.676  3.54732287151 2.0
1.48  2.52288827275 0.676  3.4581620363 -7.1054273576e-13
1.49  2.55658694 0.648  3.36986672566 -2.8
1.5  2.58941200351 0.644  3.28250635039 -0.399999999999
1.51  2.62137347009 0.728  3.19614665869 8.4
1.52  2.65248196592 0.72  3.11084958287 -0.800000000001
1.53  2.68274869712 0.748  3.0266731196 2.8
1.54  2.71218540954 0.748  2.94367124206 7.1054273576e-13
1.55  2.74080434796 0.692  2.86189384248 -5.6
1.56  2.768618215 0.776  2.78138670307 8.4
1.57  2.79564012993 0.7  2.70219149348 -7.6
1.58  2.82188358786 0.64  2.62434579264 -6.0
1.59  2.84736241919 0.76  2.54788313301 12.0
1.6  2.87209074984 0.768  2.47283306506 0.8
1.61  2.89608296224 0.72  2.39922123981 -4.8
1.62  2.91935365731 0.816  2.32706950755 9.6
1.63  2.94191761761 0.724  2.25639603042 -9.2
1.64  2.96378977169 0.82  2.18721540722 9.6
1.65  2.98498515977 0.844  2.11953880822 2.4
1.66  3.00551890095 0.804  2.05337411853 -4.0
1.67  3.02540616183 0.792  1.98872608802 -1.2
1.68  3.0446621267 0.768  1.92559648641 -2.4
1.69  3.06330196932 0.796  1.86398426204 2.8
1.7  3.08134082635 0.84  1.80388570283 4.4
1.71  3.09879377233 0.828  1.74529459837 -1.2
1.72  3.11567579635 0.856  1.6882024019 2.8
1.73  3.13200178026 0.78  1.63259839123 -7.6
1.74  3.14778647854 0.844  1.57846982761 6.4
1.75  3.16304449966 0.788  1.52580211194 -5.6
1.76  3.17779028903 0.776  1.47457893738 -1.2
1.77  3.19203811341 0.8  1.42478243802 2.4
1.78  3.20580204674 0.824  1.37639333295 2.4
1.79  3.21909595739 0.78  1.3293910653 -4.4
1.8  3.23193349676 0.844  1.28375393608 6.4
1.81  3.24432808908 0.8  1.23945923237 -4.4
1.82  3.25629292258 0.78  1.19648334973 -2.0
1.83  3.26784094166 0.872  1.15480190881 9.2
1.84  3.27898484032 0.824  1.11438986584 -4.8
1.85  3.28973705649 0.784  1.0752216172 -4.0
1.86  3.30010976747 0.792  1.03727109795 0.799999999999
1.87  3.31011488622 0.748  1.00051187443 -4.4
1.88  3.31976405853 0.812  0.964917230927 6.4
1.89  3.32906866103 0.776  0.930460250697 -3.6
1.9  3.33803979995 0.8  0.897113891263 2.4
1.91  3.34668831049 0.816  0.864851054306 1.6
1.92  3.35502475699 0.736  0.833644650263 -8.0
1.93  3.36305943357 0.884  0.803467657818 14.8
1.94  3.37080236536 0.796  0.774293178505 -8.8
1.95  3.37826331022 0.856  0.746094486606 6.0
1.96  3.38545176097 0.776  0.718845074584 -8.0
1.97  3.39237694791 0.756  0.692518694238 -2.0
1.98  3.39904784185 0.78  0.667089393816 2.4
1.99  3.40547315736 0.72  0.642531551301 -6.0
2.0  3.4116613564 0.8  0.618819904066 8.0
2.01  3.41762065215 0.772  0.595929575135 -2.8
2.02  3.42335901312 0.852  0.573836096245 8.0
2.03  3.4288841674 0.804  0.552515427897 -4.8
2.04  3.43420360716 0.832  0.531943976628 2.8
2.05  3.43932459326 0.9  0.512098609659 6.8
2.06  3.44425415993 0.76  0.492956667118 -14.0
2.07  3.44899911965 0.856  0.474495972017 9.6
2.08  3.45356606803 0.82  0.456694838149 -3.6
2.09  3.45796138879 0.872  0.439532076054 5.2
2.1  3.46219125876 0.876  0.422986997234 0.4
2.11  3.46626165293 0.852  0.407039416736 -2.4
2.12  3.47017834947 0.86  0.391669654256 0.8
2.13  3.47394693481 0.748  0.376858533898 -11.2
2.14  3.47757280864 0.82  0.362587382691 7.2
2.15  3.48106118892 0.816  0.348838028009 -0.399999999999
2.16  3.48441711686 0.76  0.335592793978 -5.6
2.17  3.48764546183 0.832  0.322834496988 7.2
2.18  3.49075092623 0.844  0.310546440395 1.2
2.19  3.49373805032 0.772  0.298712408511 -7.2
2.2  3.49661121692 0.836  0.287316659957 6.4
2.21  3.49937465612 0.784  0.276343920467 -5.2
2.22  3.50203244987 0.832  0.265779375198 4.8
2.23  3.50458853648 0.812  0.255608660629 -2.0
2.24  3.50704671504 0.788  0.245817856105 -2.4
2.25  3.50941064979 0.876  0.236393475072 8.8
2.26  3.51168387435 0.848  0.227322456075 -2.8
2.27  3.51386979589 0.76  0.218592153544 -8.8
2.28  3.51597169917 0.816  0.210190328438 5.6
2.29  3.51799275056 0.824  0.202105138755 0.8
2.3  3.51993600186 0.8  0.194325129974 -2.4
2.31  3.52180439411 0.772  0.186839225449 -2.8
2.32  3.52360076128 0.808  0.179636716778 3.6
2.33  3.52532783382 0.776  0.172707254192 -3.2
2.34  3.52698824219 0.828  0.166040836968 5.2
2.35  3.52858452023 0.852  0.15962780391 2.4
2.36  3.53011910847 0.888  0.153458823892 3.6
2.37  3.53159435734 0.844  0.147524886512 -4.4
2.38  3.53301253027 0.88  0.141817292834 3.6
2.39  3.53437580673 0.788  0.136327646273 -9.2
2.4  3.53568628516 0.832  0.131047843598 4.4
2.41  3.53694598583 0.78  0.125970066092 -5.2
2.42  3.53815685353 0.752  0.121086770858 -2.8
2.43  3.53932076036 0.792  0.116390682284 4.0
2.44  3.54043950819 0.88  0.11187478369 8.8
2.45  3.54151483129 0.7  0.107532309132 -18.0
2.46  3.54254839864 0.832  0.10335673539 13.2
2.47  3.54354181638 0.816  0.0993417741359 -1.6
2.48  3.54449663002 0.832  0.0954813642887 1.6
2.49  3.54541432667 0.864  0.0917696645427 3.2
2.5  3.54629633713 0.812  0.0882010460991 -5.2
2.51  3.54714403799 0.868  0.0847700855646 5.6
2.52  3.54795875357 0.808  0.0814715580519 -6.0
2.53  3.54874175787 0.78  0.078300430458 -2.8
2.54  3.54949427642 0.828  0.0752518549271 4.8
2.55  3.55021748804 0.792  0.0723211624996 -3.6
2.56  3.55091252661 0.856  0.0695038569402 6.4
2.57  3.5515804827 0.792  0.0667956087458 -6.4
2.58  3.55222240519 0.848  0.0641922493278 5.6
2.59  3.55283930285 0.788  0.0616897653751 -6.0
2.6  3.55343214578 0.844  0.0592842933797 5.6
2.61  3.55400186693 0.796  0.0569721143338 -4.8
2.62  3.55454936341 0.792  0.054749648597 -0.4
2.63  3.55507549792 0.856  0.0526134509171 6.4
2.64  3.55558109998 0.832  0.0505602056151 -2.4
2.65  3.5560669672 0.84  0.0485867219204 0.799999999999
2.66  3.55653386649 0.868  0.0466899294624 2.8
2.67  3.55698253523 0.852  0.0448668739072 -1.6
2.68  3.55741368236 0.828  0.0431147127363 -2.4
2.69  3.55782798947 0.832  0.0414307111676 0.4
2.7  3.55822611185 0.872  0.0398122382197 4.0
2.71  3.55860867948 0.828  0.0382567628931 -4.4
2.72  3.55897629799 0.864  0.0367618505015 3.6
2.73  3.55932954958 0.824  0.0353251591116 -4.0
2.74  3.55966899394 0.788  0.0339444361153 -3.6
2.75  3.55999516909 0.836  0.0326175149169 4.8
2.76  3.5603085922 0.86  0.0313423117399 2.4
2.77  3.56060976043 0.816  0.0301168225345 -4.4
2.78  3.56089915163 0.828  0.0289391200139 1.2
2.79  3.56117722514 0.852  0.0278073507726 2.4
2.8  3.56144442246 0.824  0.0267197325226 -2.8
2.81  3.56170116798 0.856  0.0256745514255 3.2
2.82  3.56194786957 0.82  0.0246701595131 -3.6
2.83  3.56218491929 0.852  0.023704972212 3.2
2.84  3.56241269395 0.788  0.022777465947 -6.4
2.85  3.56263155571 0.84  0.0218861758354 5.2
2.86  3.56284185265 0.84  0.0210296934702 -1.42108547152e-12
2.87  3.56304391929 0.808  0.0202066647759 -3.2
2.88  3.56323807717 0.856  0.0194157879461 4.8
2.89  3.56342463529 0.88  0.0186558114592 2.4
2.9  3.56360389061 0.856  0.017925532164 -2.4
2.91  3.56377612854 0.836  0.0172237934347 -2.0
2.92  3.56394162338 0.752  0.0165494833999 -8.4
2.93  3.56410063871 0.816  0.015901533232 6.4
2.94  3.56425342787 0.824  0.0152789155004 0.8
2.95  3.56440023429 0.792  0.0146806425892 -3.2
2.96  3.56454129194 0.808  0.0141057651726 1.6
2.97  3.56467682565 0.764  0.0135533707436 -4.4
2.98  3.56480705147 0.792  0.0130225822076 2.8
2.99  3.56493217704 0.832  0.0125125565129 4.0
