0.0  -12.432 -12.48  0.0 0.0
0.01  -12.2720053331 -12.5  15.999466688 -2.0
0.02  -12.1120426598 -12.564  15.9962673279 -6.4
0.03  -11.9521439482 -12.112  15.9898711662 45.2
0.04  -11.792341115 -11.732  15.9802833157 38.0
0.05  -11.6326660007 -11.388  15.9675114347 34.4
0.06  -11.4731503435 -11.28  15.951565714 10.8
0.07  -11.3138257549 -11.276  15.9324588597 0.4
0.08  -11.1547236942 -11.068  15.9102060715 20.8
0.09  -10.995875444 -11.112  15.8848250176 -4.4
0.1  -10.837312086 -10.704  15.8563358045 40.8
0.11  -10.6790644766 -10.612  15.8247609432 9.2
0.12  -10.5211632234 -10.384  15.7901253119 22.8
0.13  -10.3636386623 -10.16  15.7524561147 22.4
0.14  -10.2065208339 -10.016  15.711782836 14.4
0.15  -10.049839462 -9.708  15.6681371922 30.8
0.16  -9.89362393122 -9.508  15.6215530797 20.0
0.17  -9.73790326603 -9.512  15.5720665196 -0.4
0.18  -9.58270611003 -9.028  15.5197155995 48.4
0.19  -9.42806070591 -8.916  15.4645404122 11.2
0.2  -9.27399487599 -8.884  15.4065829923 3.2
0.21  -9.12053600349 -8.712  15.3458872498 17.2
0.22  -8.96771101447 -8.584  15.2824989022 12.8
0.23  -8.81554636042 -8.144  15.2164654044 44.0
0.24  -8.66406800164 -8.008  15.1478358782 13.6
0.25  -8.51330139125 -7.992  15.0766610395 1.6
0.26  -8.36327145998 -7.896  15.0029931265 9.6
0.27  -8.21400260171 -7.584  14.9268858272 31.2
0.28  -8.06551865962 -7.252  14.8483942087 33.2
0.29  -7.91784291316 -7.164  14.7675746467 8.8
0.3  -7.77099806557 -7.208  14.6844847588 -4.4
0.31  -7.62500623217 -6.664  14.5991833402 54.4
0.32  -7.47988892913 -6.488  14.5117303037 17.6
0.33  -7.33566706288 -6.328  14.4221866244 16.0
0.34  -7.19236091997 -6.296  14.3306142911 3.2
0.35  -7.04999015734 -6.076  14.2370762635 22.0
0.36  -6.90857379296 -5.984  14.1416364384 9.2
0.37  -6.76813019672 -5.76  14.0443596234 22.4
0.38  -6.62867708152 -5.784  13.9453115202 -2.4
0.39  -6.49023149434 -5.424  13.8445587184 36.0
