0.0  -7.364 -7.456  0.0 0.0
0.01  -7.20400533312 -7.42  15.999466688 3.6
0.02  -7.04404265984 -7.368  15.9962673279 5.2
0.03  -6.88414394818 -7.072  15.9898711662 29.6
0.04  -6.72434111502 -6.76  15.9802833157 31.2
0.05  -6.56466600067 -6.444  15.9675114347 31.6
0.06  -6.40515034353 -6.268  15.951565714 17.6
0.07  -6.24582575494 -6.268  15.9324588597 0.0
0.08  -6.08672369422 -5.912  15.9102060715 35.6
0.09  -5.92787544405 -6.0  15.8848250176 -8.8
0.1  -5.769312086 -5.648  15.8563358045 35.2
0.11  -5.61106447657 -5.444  15.8247609432 20.4
0.12  -5.45316322345 -5.368  15.7901253119 7.6
0.13  -5.2956386623 -5.26  15.7524561147 10.8
0.14  -5.13852083394 -5.068  15.711782836 19.2
0.15  -4.98183946202 -4.652  15.6681371922 41.6
0.16  -4.82562393122 -4.52  15.6215530797 13.2
0.17  -4.66990326603 -4.472  15.5720665196 4.8
0.18  -4.51470611003 -4.256  15.5197155995 21.6
0.19  -4.36006070591 -4.228  15.4645404122 2.8
0.2  -4.20599487599 -4.088  15.4065829923 14.0
0.21  -4.05253600349 -4.1  15.3458872498 -1.2
0.22  -3.89971101447 -3.8  15.2824989022 30.0
0.23  -3.74754636042 -3.432  15.2164654044 36.8
0.24  -3.59606800164 -3.412  15.1478358782 2.0
0.25  -3.44530139125 -3.152  15.0766610395 26.0
0.26  -3.29527145998 -3.292  15.0029931265 -14.0
0.27  -3.14600260171 -2.984  14.9268858272 30.8
0.28  -2.99751865962 -2.728  14.8483942087 25.6
0.29  -2.84984291316 -2.576  14.7675746467 15.2
0.3  -2.70299806557 -2.66  14.6844847588 -8.4
0.31  -2.55700623217 -2.212  14.5991833402 44.8
0.32  -2.41188892913 -2.068  14.5117303037 14.4
0.33  -2.26766706288 -1.816  14.4221866244 25.2
0.34  -2.12436091997 -1.78  14.3306142911 3.6
0.35  -1.98199015734 -1.864  14.2370762635 -8.4
0.36  -1.84057379296 -1.78  14.1416364384 8.4
0.37  -1.70013019672 -1.456  14.0443596234 32.4
0.38  -1.56067708152 -1.396  13.9453115202 6.0
0.39  -1.42223149434 -1.16  13.8445587184 23.6
0.4  -1.28480980735 -1.112  13.7421686981 4.8
0.41  -1.14842770891 -0.796  13.6382098443 31.6
0.42  -1.01310019421 -0.756  13.5327514705 4.0
0.43  -0.878841555679 -0.628  13.4258638528 12.8
0.44  -0.745665372951 -0.328  13.3176182728 30.0
0.45  -0.613584502268 -0.54  13.2080870683 -21.2
0.46  -0.482611065353 -0.444  13.0973436915 9.6
0.47  -0.352756437643 -0.216  12.985462771 22.8
0.48  -0.224031235869 -0.00800000000009  12.8725201774 20.8
0.49  -0.0964453049791 0.0679999999999  12.758593089 7.6
0.5  0.0299922955677 0.00399999999991  12.6437600547 -6.4
0.51  0.155273306089 0.208  12.5281010521 20.4
0.52  0.279390281455 0.324  12.4116975367 11.6
0.53  0.402336606241 0.236  12.2946324786 -8.8
0.54  0.524106510088 0.452  12.1769903847 21.6
0.55  0.6446950831 0.404  12.0588573012 -4.8
0.56  0.764098291042 0.768  11.9403207942 36.4
0.57  0.882312990083 0.896  11.8214699041 12.8
0.58  0.999336940808 0.816  11.7023950725 -8.0
0.59  1.11516882117 1.12  11.5831880367 30.4
0.6  1.22980823809 0.984  11.4639416912 -13.6
0.61  1.34325573723 0.98  11.344749914 -0.4
0.62  1.45551281078 1.088  11.2257073553 10.8
0.63  1.56658190268 1.12  11.1069091896 3.2
0.64  1.67646641098 1.204  10.98845083 8.4
0.65  1.78517068702 1.276  10.8704276048 7.2
0.66  1.89270003102 1.276  10.7529343995 -1.59872115546e-12
0.67  1.99906068365 1.552  10.6360652635 27.6
0.68  2.10425981352 1.4  10.5199129869 -15.2
0.69  2.2083055 1.476  10.4045686476 7.6
0.7  2.31120671135 1.592  10.2901211354 11.6
0.71  2.4129732779 1.644  10.1766566549 5.2
0.72  2.51361586004 1.616  10.0642582144 -2.8
0.73  2.61314591109 1.884  9.95300510428 26.8
0.74  2.7115756348 1.748  9.84297237137 -13.6
0.75  2.80891793775 1.872  9.73423029518 12.4
0.76  2.90518637647 1.944  9.62684387216 7.2
0.77  3.00039509962 1.92  9.52087231412 -2.4
0.78  3.09455878529 2.044  9.41636856724 12.4
0.79  3.18769257387 2.044  9.31337885777 1.95399252334e-12
0.8  3.27981199657 2.092  9.21194227072 4.8
0.81  3.37093290024 2.284  9.11209036712 19.2
0.82  3.4610713687 2.468  9.01384684571 18.4
0.83  3.55024364124 2.136  8.91722725395 -33.2
0.84  3.63846602877 2.256  8.8222387533 12.0
0.85  3.7257548282 2.4  8.72887994285 14.4
0.86  3.81212623565 2.408  8.637140745 0.800000000001
0.87  3.89759625921 2.464  8.54700235625 5.6
0.88  3.98218063187 2.44  8.45843726547 -2.4
0.89  4.06589472528 2.38  8.3714093412 -6.0
0.9  4.14875346517 2.456  8.28587398928 7.6
0.91  4.23077124898 2.508  8.20177838064 5.2
0.92  4.31196186647 2.592  8.11906174906 8.4
0.93  4.39233842405 2.444  8.03765575743 -14.8
0.94  4.47191327335 2.632  7.95748493057 18.8
0.95  4.55069794487 2.484  7.87846715176 -14.8
0.96  4.62870308706 2.676  7.80051421958 19.2
0.97  4.70593841167 2.696  7.72353246077 2.0
0.98  4.78241264562 2.704  7.64742339431 0.800000000002
0.99  4.85813349003 2.652  7.57208444114 -5.2
1.0  4.93310758676 2.724  7.4974096736 7.2
1.01  5.00734049274 2.76  7.42329059793 3.6
1.02  5.08083666237 2.72  7.34961696272 -4.0
