0.0  -12.32937 -12.32767  0.0 0.0
0.05  -11.5300360007 -11.5028  15.9866799865 16.4974
0.1  -10.734682086 -10.63661  15.9070782935 17.3238
0.15  -9.94720946202 -9.72302  15.7494524796 18.2718
0.2  -9.17136487599 -8.77891  15.5168917207 18.8822
0.25  -8.41067139125 -7.849  15.2138696948 18.5982
0.3  -7.66836806557 -6.93614  14.8460665136 18.2572
0.35  -6.94736015734 -6.0355  14.4201581646 18.0128
0.4  -6.25017980735 -5.19431  13.9436069997 16.8238
0.45  -5.57895450227 -4.40693  13.4245061017 15.7476
0.5  -4.93537770443 -3.68354  12.8715359567 14.4678
0.55  -4.3206749169 -3.02926  12.2940557507 13.0856
0.6  -3.73556176191 -2.45638  11.7022630997 11.4576
0.65  -3.18019931298 -1.94479  11.1072489787 10.2318
0.7  -2.65416328865 -1.50174  10.5207204866 8.861
0.75  -2.15645206225 -1.11676  9.95422452801 7.6996
0.8  -1.68555800343 -0.79075  9.4178811764 6.5202
0.85  -1.2396151718 -0.51449  8.91885663259 5.5252
0.9  -0.816616534826 -0.28582  8.45997273944 4.5734
0.95  -0.414672055131 -0.0983700000001  8.03888959389 3.749
1.0  -0.0322624132371 0.0769799999999  7.64819283788 3.507
1.05  0.331562622803 0.20777  7.2765007208 2.6158
1.1  0.677084571278 0.32291  6.91043896951 2.3028
1.15  1.00393888414 0.41125  6.53708625715 1.7668
1.2  1.31125604275 0.49354  6.14634317226 1.6458
1.25  1.59789006056 0.5529  5.73268035613 1.1872
1.3  1.86268455866 0.60748  5.29588996202 1.0916
1.35  2.10472193939 0.65587  4.84074761473 0.9678
1.4  2.32351128145 0.68777  4.37578684121 0.638
1.45  2.51909066021 0.71584  3.9115875751 0.5614
1.5  2.69204200351 0.74196  3.45902686598 0.5224
1.55  2.84343434796 0.76556  3.02784688914 0.472
1.6  2.97472074984 0.77784  2.62572803745 0.2456
1.65  3.08761515977 0.7895  2.25788819864 0.2332
1.7  3.18397082635 0.80116  1.92711333157 0.2332
1.75  3.26567449966 0.81161  1.63407346621 0.209
1.8  3.33456349676 0.81583  1.37777994195 0.0844
1.85  3.39236705649 0.82513  1.15607119479 0.186
1.9  3.44066979995 0.82978  0.966054869053 0.093
1.95  3.48089331022 0.8321  0.8044702055 0.0464
2.0  3.5142913564 0.83368  0.667960923601 0.0316
2.05  3.54195459326 0.84077  0.553264737113 0.1418
2.1  3.56482125876 0.84261  0.457333310115 0.0368
2.15  3.58369118892 0.84113  0.377398603118 -0.0296
2.2  3.59924121692 0.84093  0.311000559966 -0.00399999999997
2.25  3.61204064979 0.84233  0.255988657494 0.028
2.3  3.62256600186 0.84741  0.210507041357 0.1016
2.35  3.63121452023 0.84637  0.17297036746 -0.0208
2.4  3.63831628516 0.85046  0.142035298622 0.0818
2.45  3.64414483129 0.84728  0.116570922411 -0.0636
2.5  3.64892633713 0.84635  0.0956301168913 -0.0186
2.55  3.65284748804 0.84909  0.0784230183002 0.0548
2.6  3.65606214578 0.84626  0.0642931547539 -0.0566
2.65  3.6586969672 0.85243  0.0526964282766 0.1234
2.7  3.66085611185 0.84909  0.0431828930985 -0.0668
2.75  3.66262516909 0.84807  0.0353811447077 -0.0204
2.8  3.66407442246 0.85335  0.0289850675167 0.1056
2.85  3.66526155571 0.8483  0.0237426649867 -0.101
2.9  3.66623389061 0.85109  0.019446697963 0.0558
2.95  3.66703023429 0.8492  0.0159268736312 -0.0378
