0.0  -12.38 -12.49  0.0 0.0
0.1  -10.785312086 -10.93  15.94687914 15.6
0.2  -9.22199487599 -8.72  15.6331721001 22.1
0.3  -7.71899806557 -7.09  15.0299681042 16.3
0.4  -6.30080980735 -5.45  14.1818825821 16.4
0.5  -4.98600770443 -3.58  13.1480210292 18.7
0.6  -3.78619176191 -2.54  11.9981594252 10.4
0.7  -2.70479328865 -1.67  10.8139847327 8.7
0.8  -1.73618800343 -0.9  9.68605285221 7.7
0.9  -0.867246534826 -0.32  8.68941468601 5.8
1.0  -0.0828924132371 0.0499999999999  7.84354121589 3.7
1.1  0.626454571278 0.25  7.09346984515 2.0
1.2  1.26062604275 0.43  6.3417147147 1.8
1.3  1.81205455866 0.68  5.51428515908 2.5
1.4  2.27288128145 0.72  4.60826722797 0.4
1.5  2.64141200351 0.68  3.68530722054 -0.4
1.6  2.92409074984 0.72  2.82678746329 0.4
1.7  3.13334082635 0.81  2.09250076511 0.9
1.8  3.28393349676 0.88  1.50592670408 0.7
1.9  3.39003979995 0.91  1.06106303192 0.3
2.0  3.4636613564 0.81  0.73621556455 -1.0
2.1  3.51419125876 0.85  0.505299023614 0.4
2.2  3.54861121692 0.86  0.344199581542 0.1
2.3  3.57193600186 0.83  0.233247849426 -0.3
2.4  3.58768628516 0.85  0.157502833041 0.2
2.5  3.59829633713 0.72  0.106100519651 -1.3
2.6  3.60543214578 0.72  0.071358086527 -3.5527136788e-14
2.7  3.61022611185 0.81  0.0479396606877 0.9
2.8  3.61344442246 0.84  0.0321831061122 0.3
2.9  3.61560389061 0.85  0.0215946814748 0.1
