0  1.0625
1  -0.90625
2  -1.0625
3  -1.09375
4  -1.0625
5  -1.09375
6  -1.125
7  -1.03125
8  -1.15625
9  -1.21875
10  -1.15625
11  -1.21875
12  -1.25
13  -1.21875
14  -1.09375
15  -1.03125
16  -1.0625
17  -1.125
18  -1.125
19  -1.03125
20  -1.125
21  -1.0625
22  -1.0625
23  -1.0
24  -1.15625
25  -1.09375
26  -1.03125
27  -0.96875
28  -1.09375
29  -1.15625
30  -1.21875
31  -1.25
32  -1.15625
33  -1.1875
34  -1.21875
35  -1.125
36  -1.21875
37  -1.1875
38  -1.21875
39  -1.21875
40  -1.0625
41  -1.1875
42  -1.15625
43  -1.09375
44  -1.15625
45  -1.09375
46  -1.09375
47  -1.0625
48  -1.09375
49  -1.15625
50  -1.125
51  -1.1875
52  -1.15625
53  -1.0
54  -1.15625
55  -1.15625
56  -1.15625
57  -1.0625
58  -1.125
59  -1.15625
60  -1.03125
61  -1.1875
62  -0.9375
63  -1.09375
64  -1.15625
65  -1.1875
66  -1.1875
67  -1.15625
68  -1.21875
69  -1.09375
70  -1.125
71  -1.1875
72  -1.0625
73  -1.25
74  -1.25
75  -1.1875
76  -1.15625
77  -1.125
78  -1.09375
79  -1.1875
80  -1.09375
81  -1.0625
82  -1.03125
83  -1.15625
84  -1.125
85  -1.1875
86  -1.0
87  -1.09375
88  -1.15625
89  -1.0625
90  -1.09375
91  -1.0625
92  -1.15625
93  -1.25
94  -1.09375
95  -1.03125
96  -1.03125
97  -1.125
98  -1.1875
99  -1.0625
0  -1.1875
1  -1.125
2  -1.0625
0  -1.15625
1  -1.125
2  -1.21875
0  -1.125
1  -1.15625
2  -1.1875
0  -1.1875
1  -1.125
2  -1.03125
0  -1.09375
1  -1.15625
2  -1.15625
0  -1.09375
1  -1.1875
2  -1.15625
0  -1.09375
1  -1.15625
2  -1.15625
0  -1.09375
1  -1.1875
2  -1.21875
0  -0.9375
1  -1.15625
2  -1.0
0  -0.90625
1  -1.21875
2  -1.0625
0  -1.1875
1  -1.1875
2  -1.09375
0  -1.09375
1  -1.125
2  -1.09375
0  -1.125
1  -0.9375
2  -1.03125
0  -1.0
1  -1.0625
2  -1.03125
0  -1.0625
1  -1.0625
2  -1.0625
0  -1.09375
1  -1.1875
2  -1.125
0  -1.21875
1  -1.15625
2  -1.15625
0  -1.1875
1  -1.09375
2  -1.125
0  -1.15625
1  -1.1875
2  -1.125
0  -1.0625
1  -1.125
2  -1.15625
0  -1.0625
1  -1.1875
2  -1.15625
0  -1.0625
1  -1.09375
2  -1.125
0  -1.125
1  -1.1875
2  -1.15625
0  -1.25
1  -1.1875
2  -1.21875
0  -1.21875
1  -1.21875
2  -1.0625
0  -0.96875
1  -1.03125
2  -1.15625
0  -1.125
1  -1.0625
2  -1.09375
0  -1.25
1  -1.09375
2  -1.21875
0  -1.09375
1  -1.0625
2  -1.15625
0  -1.21875
1  -1.1875
2  -1.15625
0  -1.15625
1  -1.1875
2  -1.03125
0  -1.21875
1  -1.28125
2  -1.21875
0  -1.21875
1  -1.1875
2  -1.09375
0  -1.1875
1  -1.1875
2  -1.1875
0  -1.0625
1  -1.15625
2  -1.0625
0  -1.0625
1  -1.125
2  -1.125
0  -1.15625
1  -1.1875
2  -1.1875
0  -1.09375
1  -1.125
2  -1.0625
0  -1.125
1  -1.15625
2  -1.15625
0  -1.03125
1  -1.09375
2  -0.9375
0  -1.125
1  -1.15625
2  -1.15625
0  -1.15625
1  -1.125
2  -1.15625
0  -1.09375
1  -1.125
2  -1.15625
0  -1.0625
1  -0.96875
2  -0.9375
0  -1.09375
1  -1.15625
2  -1.15625
0  -1.09375
1  -0.9375
2  -1.03125
0  -1.03125
1  -1.03125
2  -1.03125
0  -1.09375
1  -1.03125
2  -1.0625
0  -1.09375
1  -1.09375
2  -1.0625
0  -1.15625
1  -1.1875
2  -1.125
0  -1.09375
1  -1.0625
2  -1.0625
0  -1.1875
1  -1.15625
2  -1.21875
0  -1.1875
1  -1.125
2  -1.0625
0  -1.125
1  -1.15625
2  -1.125
0  -1.25
1  -1.125
2  -1.15625
0  -1.1875
1  -1.15625
2  -1.15625
0  -1.15625
1  -1.15625
2  -1.09375
0  -1.03125
1  -1.0
2  -1.125
0  -1.15625
1  -1.125
2  -1.09375
0  -1.1875
1  -1.15625
2  -1.15625
0  -1.15625
1  -1.09375
2  -1.09375
0  -1.0
1  -1.09375
2  -1.1875
0  -1.1875
1  -1.21875
2  -1.09375
0  -1.125
1  -1.125
2  -1.1875
0  -1.15625
1  -1.1875
2  -1.1875
0  -1.1875
1  -1.09375
2  -1.1875
0  -1.21875
1  -1.15625
2  -1.1875
0  -1.1875
1  -1.25
2  -1.15625
0  -1.15625
1  -1.125
2  -1.21875
0  -1.09375
1  -1.21875
2  -1.125
0  -1.125
1  -1.0625
2  -1.15625
0  -1.125
1  -1.21875
2  -1.15625
0  -1.1875
1  -1.15625
2  -1.25
0  -1.125
1  -1.09375
2  -1.15625
0  -1.0
1  -1.03125
2  -1.15625
0  -1.15625
1  -1.125
2  -1.15625
0  -1.15625
1  -1.15625
2  -1.1875
0  -1.125
1  -1.0
2  -1.03125
0  -0.90625
1  -1.0
2  -0.96875
0  -1.125
1  -0.96875
2  -1.0625
0  -1.15625
1  -1.28125
2  -1.09375
0  -1.125
1  -1.03125
2  -0.96875
0  -1.03125
1  -1.15625
2  -1.21875
0  -1.25
1  -1.1875
2  -1.21875
0  -1.21875
1  -1.1875
2  -1.1875
0  -1.1875
1  -1.25
2  -1.21875
0  -1.15625
1  -1.1875
2  -1.25
0  -1.15625
1  -1.21875
2  -1.1875
0  -1.21875
1  -1.25
2  -1.21875
0  -1.1875
1  -1.03125
2  -1.15625
0  -1.09375
1  -1.1875
2  -1.21875
0  -1.1875
1  -1.125
2  -1.25
0  -1.1875
1  -1.125
2  -1.09375
0  -1.21875
1  -1.21875
2  -1.1875
0  -1.03125
1  -1.25
2  -1.25
0  -1.15625
1  -1.1875
2  -1.0625
0  -1.21875
1  -1.1875
2  -1.125
0  -1.1875
1  -1.1875
2  -1.09375
