0 0.0491328402312
1 0.0485903943354
2 0.0480599796594
3 0.0475412389088
4 0.0470338336845
5 0.0465374431276
6 0.0460517626839
7 0.0455765029751
8 0.045111388766
9 0.044656158018
10 0.0442105610191
11 0.0437743595851
12 0.0433473263217
13 0.0429292439453
14 0.0425199046545
15 0.0421191095483
16 0.0417266680873
17 0.0413423975934
18 0.0409661227852
19 0.0405976753452
20 0.040236893517
21 0.0398836217298
22 0.0395377102469
23 0.0391990148382
24 0.0388673964734
25 0.0385427210339
26 0.0382248590439
27 0.0379136854172
28 0.0376090792196
29 0.0373109234457
30 0.0370191048087
31 0.0367335135427
32 0.0364540432164
33 0.036180590557
34 0.0359130552853
35 0.0356513399585
36 0.0353953498231
37 0.0351449926752
38 0.0349001787284
39 0.0346608204898
40 0.0344268326416
41 0.03419813193
42 0.0339746370596
43 0.0337562685937
44 0.03354294886
45 0.0333346018615
46 0.0331311531918
47 0.0329325299552
48 0.0327386606917
49 0.0325494753052
50 0.0323649049963
51 0.0321848821984
52 0.032009340518
53 0.0318382146776
54 0.0316714404626
55 0.0315089546705
56 0.0313506950642
57 0.0311966003268
58 0.0310466100202
59 0.0309006645457
60 0.0307587051071
61 0.0306206736768
62 0.0304865129629
63 0.0303561663799
64 0.0302295780205
65 0.0301066926296
66 0.0299874555804
67 0.0298718128521
68 0.0297597110094
69 0.0296510971834
70 0.0295459190547
71 0.0294441248368
72 0.0293456632624
73 0.0292504835697
74 0.0291585354908
75 0.0290697692408
76 0.0289841355083
77 0.0289015854471
78 0.028822070668
79 0.0287455432331
80 0.0286719556493
81 0.0286012608637
82 0.0285334122594
83 0.0284683636518
84 0.0284060692863
85 0.0283464838352
86 0.0282895623968
87 0.0282352604937
88 0.0281835340722
89 0.0281343395017
90 0.0280876335752
91 0.0280433735087
92 0.0280015169428
93 0.0279620219427
94 0.0279248469995
95 0.0278899510316
96 0.0278572933855
97 0.0278268338375
98 0.0277985325952
99 0.0277723502991
100 0.0277482480237
101 0.0277261872796
102 0.0277061300148
103 0.0276880386159
104 0.02767187591
105 0.0276576051658
106 0.0276451900947
107 0.0276345948522
108 0.0276257840385
109 0.0276187226998
110 0.027613376329
111 0.0276097108658
112 0.0276076926976
113 0.0276072886594
114 0.0276084660341
