#gd-step, abs-grad_likelihood, theta-error
0 0.844318746118 0.891556812539
1 0.843093537164 0.883125877167
2 0.841828142678 0.87470759574
3 0.840521375862 0.866302381982
4 0.839172023999 0.857910661742
5 0.837778848543 0.849532873256
6 0.836340585272 0.841169467404
7 0.834855944503 0.832820907959
8 0.833323611374 0.824487671845
9 0.831742246204 0.816170249383
10 0.830110484923 0.807869144534
11 0.828426939592 0.799584875138
12 0.826690199007 0.791317973148
13 0.824898829396 0.783068984854
14 0.82305137522 0.774838471101
15 0.821146360072 0.766627007501
16 0.819182287691 0.758435184624
17 0.817157643087 0.750263608193
18 0.815070893796 0.742112899255
19 0.812920491253 0.733983694342
20 0.810704872301 0.725876645619
21 0.808422460845 0.717792421011
22 0.806071669642 0.709731704315
23 0.803650902247 0.701695195292
24 0.801158555106 0.693683609741
25 0.798593019823 0.685697679543
26 0.795952685578 0.677738152687
27 0.793235941719 0.66980579327
28 0.790441180536 0.661901381464
29 0.787566800193 0.654025713463
30 0.784611207861 0.646179601384
31 0.781572823018 0.638363873154
32 0.778450080938 0.630579372344
33 0.775241436365 0.622826957981
34 0.771945367372 0.615107504307
35 0.768560379401 0.607421900513
36 0.765085009487 0.599771050418
37 0.761517830662 0.592155872112
38 0.757857456529 0.584577297546
39 0.75410254601 0.577036272086
40 0.75025180825 0.569533754004
41 0.746304007681 0.562070713927
42 0.742257969225 0.554648134235
43 0.738112583631 0.547267008398
44 0.733866812932 0.539928340269
45 0.729519696 0.532633143309
46 0.725070354201 0.525382439767
47 0.720517997103 0.518177259796
48 0.715861928249 0.511018640513
49 0.711101550944 0.503907625004
50 0.706236374051 0.496845261263
51 0.701266017766 0.489832601086
52 0.696190219341 0.482870698892
53 0.691008838724 0.475960610505
54 0.685721864101 0.469103391864
55 0.680329417285 0.462300097691
56 0.674831758937 0.455551780102
57 0.66922929358 0.448859487166
58 0.663522574365 0.442224261422
59 0.657712307559 0.435647138347
60 0.651799356719 0.42912914478
61 0.645784746509 0.422671297315
62 0.639669666136 0.416274600653
63 0.633455472351 0.40994004593
64 0.627143691996 0.40366860901
65 0.620736024059 0.397461248769
66 0.614234341191 0.391318905357
67 0.607640690679 0.38524249845
68 0.600957294817 0.379232925502
69 0.594186550678 0.373291059996
70 0.587331029237 0.367417749703
71 0.580393473844 0.361613814965
72 0.573376798022 0.355880046984
73 0.566284082577 0.350217206159
74 0.559118572016 0.344626020439
75 0.551883670264 0.339107183736
76 0.544582935686 0.333661354379
77 0.537220075412 0.328289153625
78 0.529798938986 0.322991164235
79 0.522323511346 0.317767929122
80 0.514797905156 0.31261995007
81 0.507226352523 0.307547686545
82 0.499613196121 0.302551554584
83 0.491962879768 0.297631925786
84 0.484279938482 0.292789126401
85 0.476568988075 0.28802343652
86 0.468834714325 0.283335089377
87 0.461081861781 0.278724270759
88 0.453315222258 0.274191118537
89 0.445539623077 0.269735722306
90 0.437759915114 0.265358123155
91 0.429980960722 0.261058313548
92 0.42220762158 0.256836237332
93 0.414444746551 0.252691789866
94 0.406697159593 0.24862481827
95 0.398969647802 0.244635121792
96 0.391266949649 0.240722452296
97 0.383593743457 0.236886514861
98 0.375954636196 0.233126968499
99 0.368354152646 0.229443426973
100 0.360796724968 0.225835459723
101 0.353286682755 0.222302592896
102 0.345828243591 0.21884431046
103 0.338425504163 0.215460055418
104 0.331082431968 0.212149231098
105 0.323802857637 0.208911202522
106 0.316590467914 0.205745297843
107 0.309448799298 0.20265080985
108 0.302381232376 0.199626997526
109 0.295390986854 0.196673087658
110 0.288481117283 0.193788276485
111 0.281654509501 0.19097173139
112 0.274913877764 0.188222592612
113 0.268261762581 0.185539974986
114 0.261700529218 0.182922969694
115 0.255232366871 0.180370646025
116 0.248859288482 0.177882053141
117 0.242583131174 0.175456221829
118 0.236405557278 0.173092166256
119 0.230328055924 0.170788885697
120 0.224351945169 0.168545366245
121 0.218478374618 0.166360582499
122 0.212708328513 0.164233499214
123 0.207042629253 0.162163072921
124 0.201481941302 0.160148253508
125 0.196026775455 0.158187985754
126 0.190677493424 0.156281210819
127 0.1854343127 0.154426867692
128 0.180297311663 0.152623894576
129 0.175266434903 0.150871230227
130 0.17034149871 0.14916781524
131 0.165522196708 0.147512593273
132 0.160808105596 0.145904512217
133 0.156198690964 0.144342525307
134 0.151693313159 0.142825592175
135 0.14729123317 0.141352679844
136 0.142991618503 0.139922763659
137 0.138793549034 0.138534828168
138 0.134696022799 0.13718786794
139 0.130697961715 0.135880888323
140 0.126798217214 0.134612906151
141 0.12299557576 0.133382950393
142 0.119288764245 0.132190062751
143 0.11567645525 0.131033298199
144 0.112157272154 0.129911725477
145 0.108729794089 0.128824427536
146 0.105392560722 0.127770501929
147 0.102144076868 0.12674906116
148 0.0989828169186 0.125759232991
149 0.0959072290957 0.1248001607
150 0.0929157395081 0.123871003305
151 0.0900067560265 0.122970935745
152 0.0871786719681 0.122099149025
153 0.0844298695911 0.121254850329
154 0.0817587234023 0.120437263095
155 0.0791636032788 0.119645627062
156 0.0766428774056 0.118879198288
157 0.0741949150333 0.118137249138
158 0.0718180890598 0.117419068247
159 0.0695107784386 0.116723960463
160 0.0672713704206 0.116051246759
161 0.0650982626326 0.115400264132
162 0.0629898649982 0.114770365482
163 0.0609446015075 0.114160919467
164 0.0589609118396 0.113571310349
165 0.0570372528455 0.11300093782
166 0.0551720998961 0.112449216822
167 0.0533639481013 0.11191557734
168 0.0516113134067 0.111399464206
169 0.0499127335739 0.110900336871
170 0.0482667690491 0.11041766918
171 0.0466720037279 0.109950949143
