#gd-step, abs-grad_likelihood, theta-error
172 0.0451270456196 0.109499678687
173 0.0436305274184 0.109063373413
174 0.0421811069868 0.108641562343
175 0.0407774677555 0.108233787665
176 0.0394183190458 0.107839604475
177 0.0381023963199 0.107458580511
178 0.0368284613625 0.107090295898
179 0.0355953024006 0.106734342874
180 0.0344017341632 0.106390325532
181 0.0332465978882 0.106057859553
182 0.0321287612778 0.105736571941
183 0.0310471184089 0.105426100756
184 0.0300005896003 0.10512609486
185 0.0289881212413 0.104836213648
186 0.0280086855844 0.104556126792
187 0.0270612805066 0.104285513987
188 0.0261449292409 0.104024064695
189 0.0252586800811 0.103771477894
190 0.024401606064 0.103527461833
191 0.0235728046293 0.103291733787
192 0.0227713972619 0.103064019814
193 0.0219965291174 0.102844054523
194 0.0212473686324 0.102631580837
