#N, bias_h, bias_J, b_std_h/sqrt(M), b_std_J/sqrt(M) 
40  0.0462343281559  0.0154678059347  0.0414275684662  0.0170973124018
80  0.00141332024309  0.00822248185236  0.00736754134511  0.0122692913547
120  0.00682790405608  0.0061870362897  0.000365656507305  0.00952814638707
160  0.00431238721515  0.00577365014367  0.00830425043724  0.0082545843564
240  0.00826513889409  0.00469533713327  0.0103313879209  0.00762378370031
320  0.00131175515739  0.00390818746003  0.00631209941856  0.00615120680526
480  0.00558339324976  0.0031918520444  0.0107357515676  0.00441756985812
640  0.000297957178579  0.00251712854382  0.000880933294641  0.00393545590997
960  0.000887094139838  0.00222636681154  0.00275839701471  0.00327618285179
1280  0.00216742381321  0.00207540560345  0.00170737690869  0.00304234195074
1920  0.00321315388971  0.00167290130968  0.00147174016231  0.00258064630203
2560  0.00100621540662  0.00129626957024  0.000249218519323  0.00176580491613
3840  0.000445308453358  0.00122311843483  0.000151550807458  0.00187288112523
5120  0.000215403855345  0.00104930439748  0.00150594495498  0.001355527668
7680  0.00103519382528  0.000780709433871  0.00145950236313  0.000928793750992
