#N, h, J, loss_func_ml, loss_func_cd 
0.05 0.05  -1.32320497996  0.0189030990665
0.05 0.0651515151515  -1.31625609063  0.0187775574799
0.05 0.080303030303  -1.30953571375  0.0184718450612
0.05 0.0954545454545  -1.30304333005  0.0179879070129
0.05 0.110606060606  -1.29677831779  0.0173278335743
0.05 0.125757575758  -1.2907399538  0.0164938543159
0.05 0.140909090909  -1.28492741489  0.0154883321281
0.05 0.156060606061  -1.27933977921  0.0143137569361
0.05 0.171212121212  -1.27397602799  0.0129727391698
0.05 0.186363636364  -1.26883504733  0.0114680030216
0.05 0.201515151515  -1.2639156301  0.00980237952163
0.05 0.216666666667  -1.25921647812  0.00797879946388
0.05 0.231818181818  -1.25473620439  0.0060002862136
0.05 0.24696969697  -1.25047333544  0.00386994842803
0.05 0.262121212121  -1.24642631387  0.001590972721
0.05 0.277272727273  -1.24259350096  -0.000833383698367
0.05 0.292424242424  -1.23897317936  -0.00339980038352
0.05 0.307575757576  -1.23556355595  -0.0061049009766
0.05 0.322727272727  -1.23236276474  -0.00894526047573
0.05 0.337878787879  -1.22936886982  -0.0119174124175
0.05 0.35303030303  -1.22657986845  -0.0150178559508
0.05 0.368181818182  -1.22399369413  -0.0182430627777
0.05 0.383333333333  -1.22160821979  -0.0215894839425
0.05 0.398484848485  -1.21942126098  -0.0250535564466
0.05 0.413636363636  -1.21743057907  -0.0286317096737
0.05 0.428787878788  -1.21563388453  -0.032320371607
0.05 0.443939393939  -1.21402884016  -0.0361159748265
0.05 0.459090909091  -1.21261306437  -0.0400149622711
0.05 0.474242424242  -1.21138413442  -0.0440137927569
0.05 0.489393939394  -1.21033958968  -0.0481089462411
0.05 0.504545454545  -1.20947693483  -0.0522969288246
0.05 0.519696969697  -1.20879364307  -0.0565742774881
0.05 0.534848484848  -1.20828715926  -0.0609375645558
0.05 0.55  -1.20795490306  -0.0653834018855
0.05 0.565151515152  -1.20779427194  -0.0699084447837
0.05 0.580303030303  -1.20780264426  -0.0745093956442
0.05 0.595454545455  -1.20797738217  -0.079183007314
0.05 0.610606060606  -1.20831583451  -0.0839260861869
0.05 0.625757575758  -1.20881533964  -0.0887354950291
0.05 0.640909090909  -1.20947322816  -0.0936081555419
0.05 0.656060606061  -1.21028682557  -0.0985410506666
0.05 0.671212121212  -1.2112534549  -0.103531226638
0.05 0.686363636364  -1.21237043915  -0.108575794791
0.05 0.701515151515  -1.21363510375  -0.113671933137
0.05 0.716666666667  -1.21504477885  -0.118816887703
0.05 0.731818181818  -1.2165968016  -0.124007973656
0.05 0.74696969697  -1.21828851826  -0.129242576219
0.05 0.762121212121  -1.22011728625  -0.134518151377
0.05 0.777272727273  -1.22208047617  -0.139832226398
0.05 0.792424242424  -1.22417547359  -0.145182400171
0.05 0.807575757576  -1.22639968086  -0.15056634337
0.05 0.822727272727  -1.22875051882  -0.155981798454
0.05 0.837878787879  -1.23122542836  -0.161426579515
0.05 0.85303030303  -1.2338218719  -0.16689857199
0.05 0.868181818182  -1.23653733484  -0.172395732225
0.05 0.883333333333  -1.23936932688  -0.17791608693
0.05 0.898484848485  -1.24231538322  -0.183457732512
0.05 0.913636363636  -1.24537306573  -0.189018834301
0.05 0.928787878788  -1.24853996401  -0.194597625683
0.05 0.943939393939  -1.25181369636  -0.200192407148
0.05 0.959090909091  -1.25519191071  -0.205801545246
0.05 0.974242424242  -1.2586722854  -0.211423471489
0.05 0.989393939394  -1.26225252996  -0.217056681171
0.05 1.00454545455  -1.26593038577  -0.222699732145
0.05 1.0196969697  -1.26970362667  -0.228351243539
0.05 1.03484848485  -1.27357005949  -0.23400989444
0.05 1.05  -1.2775275245  -0.239674422533
0.05 1.06515151515  -1.28157389586  -0.245343622708
0.05 1.0803030303  -1.28570708192  -0.251016345652
0.05 1.09545454545  -1.28992502551  -0.256691496407
0.05 1.11060606061  -1.29422570419  -0.262368032924
0.05 1.12575757576  -1.29860713042  -0.268044964602
0.05 1.14090909091  -1.30306735167  -0.273721350818
0.05 1.15606060606  -1.30760445051  -0.279396299463
0.05 1.17121212121  -1.31221654463  -0.285068965471
0.05 1.18636363636  -1.31690178685  -0.290738549359
0.05 1.20151515152  -1.32165836503  -0.296404295768
0.05 1.21666666667  -1.32648450201  -0.302065492027
0.05 1.23181818182  -1.33137845546  -0.307721466716
0.05 1.24696969697  -1.33633851773  -0.313371588257
0.05 1.26212121212  -1.34136301564  -0.319015263516
0.05 1.27727272727  -1.34645031027  -0.32465193643
0.05 1.29242424242  -1.3515987967  -0.33028108665
0.05 1.30757575758  -1.35680690372  -0.335902228211
0.05 1.32272727273  -1.36207309355  -0.341514908228
0.05 1.33787878788  -1.36739586149  -0.347118705615
0.05 1.35303030303  -1.37277373559  -0.352713229832
0.05 1.36818181818  -1.37820527627  -0.358298119658
0.05 1.38333333333  -1.38368907595  -0.363873041994
0.05 1.39848484848  -1.38922375867  -0.369437690697
0.05 1.41363636364  -1.39480797962  -0.374991785439
0.05 1.42878787879  -1.40044042477  -0.380535070596
0.05 1.44393939394  -1.40611981043  -0.386067314172
0.05 1.45909090909  -1.41184488278  -0.391588306747
0.05 1.47424242424  -1.41761441742  -0.397097860461
0.05 1.48939393939  -1.42342721893  -0.402595808019
0.05 1.50454545455  -1.42928212036  -0.408082001738
0.05 1.5196969697  -1.43517798282  -0.413556312615
0.05 1.53484848485  -1.44111369495  -0.419018629424
0.05 1.55  -1.44708817244  -0.424468857852
0.0651515151515 0.05  -1.3126007872  0.0223245542464
0.0651515151515 0.0651515151515  -1.30567811682  0.0218837457073
0.0651515151515 0.080303030303  -1.29898390458  0.021265369532
0.0651515151515 0.0954545454545  -1.29251761944  0.0204717003583
0.0651515151515 0.110606060606  -1.28627862796  0.0195051501594
0.0651515151515 0.125757575758  -1.28026619544  0.0183682616818
0.0651515151515 0.140909090909  -1.27447948728  0.0170637016204
0.0651515151515 0.156060606061  -1.26891757046  0.0155942535651
0.0651515151515 0.171212121212  -1.26357941521  0.0139628107524
0.0651515151515 0.186363636364  -1.25846389681  0.0121723686558
0.0651515151515 0.201515151515  -1.25356979761  0.0102260174498
0.0651515151515 0.216666666667  -1.24889580912  0.0081269343811
0.0651515151515 0.231818181818  -1.24444053431  0.00587837607965
0.0651515151515 0.24696969697  -1.24020248996  0.00348367084373
0.0651515151515 0.262121212121  -1.23618010921  0.000946210929372
0.0651515151515 0.277272727273  -1.23237174417  -0.00173055512437
0.0651515151515 0.292424242424  -1.22877566869  -0.00454313010516
0.0651515151515 0.307575757576  -1.22539008114  -0.00748797564407
0.0651515151515 0.322727272727  -1.22221310734  -0.0105615196128
0.0651515151515 0.337878787879  -1.21924280358  -0.0137601633765
0.0651515151515 0.35303030303  -1.21647715964  -0.0170802888798
0.0651515151515 0.368181818182  -1.21391410193  -0.0205182655437
0.0651515151515 0.383333333333  -1.21155149664  -0.0240704569557
0.0651515151515 0.398484848485  -1.20938715294  -0.0277332273335
0.0651515151515 0.413636363636  -1.2074188262  -0.0315029477501
0.0651515151515 0.428787878788  -1.20564422125  -0.0353760021038
0.0651515151515 0.443939393939  -1.20406099564  -0.039348792823
0.0651515151515 0.459090909091  -1.20266676291  -0.043417746297
0.0651515151515 0.474242424242  -1.20145909581  -0.0475793180232
0.0651515151515 0.489393939394  -1.20043552955  -0.0518299974666
0.0651515151515 0.504545454545  -1.19959356507  -0.0561663126267
0.0651515151515 0.519696969697  -1.19893067214  -0.0605848343089
0.0651515151515 0.534848484848  -1.19844429258  -0.0650821801008
0.0651515151515 0.55  -1.19813184334  -0.0696550180522
0.0651515151515 0.565151515152  -1.19799071957  -0.0743000700633
0.0651515151515 0.580303030303  -1.19801829761  -0.0790141149814
0.0651515151515 0.595454545455  -1.19821193795  -0.083793991413
0.0651515151515 0.610606060606  -1.19856898808  -0.0886366002561
0.0651515151515 0.625757575758  -1.19908678532  -0.0935389069587
0.0651515151515 0.640909090909  -1.19976265956  -0.0984979435116
0.0651515151515 0.656060606061  -1.20059393591  -0.103510810183
0.0651515151515 0.671212121212  -1.20157793724  -0.108574677006
0.0651515151515 0.686363636364  -1.20271198672  -0.113686785022
0.0651515151515 0.701515151515  -1.2039934102  -0.1188444473
0.0651515151515 0.716666666667  -1.20541953853  -0.124045049735
0.0651515151515 0.731818181818  -1.20698770978  -0.129286051631
0.0651515151515 0.74696969697  -1.20869527141  -0.134564986096
0.0651515151515 0.762121212121  -1.21053958225  -0.139879460243
0.0651515151515 0.777272727273  -1.2125180145  -0.145227155214
0.0651515151515 0.792424242424  -1.21462795558  -0.150605826043
0.0651515151515 0.807575757576  -1.21686680989  -0.156013301359
0.0651515151515 0.822727272727  -1.21923200047  -0.16144748295
0.0651515151515 0.837878787879  -1.22172097059  -0.166906345186
0.0651515151515 0.85303030303  -1.22433118527  -0.17238793433
0.0651515151515 0.868181818182  -1.22706013262  -0.17789036772
0.0651515151515 0.883333333333  -1.22990532519  -0.183411832865
0.0651515151515 0.898484848485  -1.23286430119  -0.188950586433
0.0651515151515 0.913636363636  -1.23593462561  -0.19450495316
0.0651515151515 0.928787878788  -1.2391138913  -0.200073324686
0.0651515151515 0.943939393939  -1.24239971991  -0.205654158314
0.0651515151515 0.959090909091  -1.2457897628  -0.211245975719
0.0651515151515 0.974242424242  -1.24928170187  -0.2168473616
0.0651515151515 0.989393939394  -1.25287325026  -0.222456962285
0.0651515151515 1.00454545455  -1.25656215305  -0.228073484306
0.0651515151515 1.0196969697  -1.26034618782  -0.233695692935
0.0651515151515 1.03484848485  -1.26422316522  -0.239322410695
0.0651515151515 1.05  -1.2681909294  -0.244952515857
0.0651515151515 1.06515151515  -1.2722473584  -0.25058494092
0.0651515151515 1.0803030303  -1.27639036451  -0.256218671076
0.0651515151515 1.09545454545  -1.28061789454  -0.261852742678
0.0651515151515 1.11060606061  -1.28492793005  -0.267486241706
0.0651515151515 1.12575757576  -1.2893184875  -0.273118302231
0.0651515151515 1.14090909091  -1.29378761837  -0.278748104894
0.0651515151515 1.15606060606  -1.29833340928  -0.284374875387
0.0651515151515 1.17121212121  -1.30295398193  -0.289997882953
0.0651515151515 1.18636363636  -1.30764749316  -0.295616438903
0.0651515151515 1.20151515152  -1.31241213485  -0.301229895143
0.0651515151515 1.21666666667  -1.31724613384  -0.306837642732
0.0651515151515 1.23181818182  -1.32214775179  -0.312439110458
0.0651515151515 1.24696969697  -1.327115285  -0.318033763433
0.0651515151515 1.26212121212  -1.33214706424  -0.323621101726
0.0651515151515 1.27727272727  -1.33724145449  -0.329200659009
0.0651515151515 1.29242424242  -1.34239685472  -0.334772001245
0.0651515151515 1.30757575758  -1.34761169757  -0.340334725392
0.0651515151515 1.32272727273  -1.35288444906  -0.345888458148
0.0651515151515 1.33787878788  -1.35821360827  -0.351432854721
0.0651515151515 1.35303030303  -1.36359770697  -0.356967597629
0.0651515151515 1.36818181818  -1.36903530927  -0.362492395537
0.0651515151515 1.38333333333  -1.37452501125  -0.368006982117
0.0651515151515 1.39848484848  -1.38006544052  -0.37351111495
0.0651515151515 1.41363636364  -1.38565525583  -0.379004574454
0.0651515151515 1.42878787879  -1.39129314667  -0.384487162843
0.0651515151515 1.44393939394  -1.39697783276  -0.38995870312
0.0651515151515 1.45909090909  -1.4027080637  -0.395419038102
0.0651515151515 1.47424242424  -1.40848261843  -0.400868029476
0.0651515151515 1.48939393939  -1.41430030481  -0.406305556882
0.0651515151515 1.50454545455  -1.42015995915  -0.411731517033
0.0651515151515 1.5196969697  -1.42606044573  -0.41714582286
0.0651515151515 1.53484848485  -1.4320006563  -0.42254840269
0.0651515151515 1.55  -1.43797950964  -0.427939199451
