80  0.0136975758948  0.00413412106076  0.0107436217312  0.00414480904175
120  0.00646967373995  0.00332085800348  0.00387953119829  0.00330918747179
160  0.00529748401923  0.00282807492494  0.00378348377594  0.00282711885281
240  0.000632770053687  0.00233876339278  -0.000768748066243  0.00232486588127
320  0.00161680829616  0.00211690492158  0.000220901658816  0.0020847731911
480  0.00330055363346  0.00164673231939  0.00262825774441  0.00161690891107
640  0.00382773844632  0.00140892022391  0.00317554561098  0.00139132917609
960  0.00331257609214  0.00115505259434  0.00300592524997  0.00113798316706
1280  0.00162064045486  0.00104955380307  0.00133067227691  0.00103896898237
1920  0.000389164984803  0.000815558309816  0.000148496401451  0.00080527717644
2560  -7.06940594802e-05  0.000728793205707  -0.000100653650794  0.000725704939203
3840  -0.000111344997872  0.000598549216013  -2.79324281875e-05  0.000595523439757
5120  0.000546677978525  0.000498811269803  0.000411261324592  0.000498715077822
7680  -0.000494673578658  0.000403321114832  -0.000565290119593  0.000398711050149
#1489006643.04
