#alpha, diff_ml, diff_cd, coef
#d= 12 
0.1 0.111687642065 0.595948034524 4.68569026358
0.105 0.593622488385 0.593404398493 4.68569026358
0.11 0.591117293523 0.590872748401 4.68569026358
0.115 0.588625471905 0.588352719154 4.68569026358
0.12 0.586146684981 0.58584395464 4.68569026358
0.125 0.583680600304 0.58334610734 4.68569026358
0.13 0.581226891302 0.580858837958 4.68569026358
0.135 0.578785237044 0.578381815064 4.68569026358
0.14 0.576355322023 0.575914714756 4.68569026358
0.145 0.573936835949 0.573457220337 4.68569026358
0.15 0.57152947354 0.571009022001 4.68569026358
0.155 0.569132934326 0.568569816537 4.68569026358
0.16 0.566746922453 0.566139307044 4.68569026358
0.165 0.564371146505 0.563717202654 4.68569026358
0.17 0.562005319315 0.561303218272 4.68569026358
0.175 0.559649157795 0.558897074323 4.68569026358
0.18 0.55730238276 0.556498496508 4.68569026358
0.185 0.554964718771 0.55410721557 4.68569026358
0.19 0.552635893967 0.551722967071 4.68569026358
0.195 0.55051650503 0.549345491173 4.68569026358
0.2 0.548572332704 0.546974532431 4.68569026358
0.205 0.546633505699 0.544609839589 4.68569026358
0.21 0.544699791651 0.542265073498 4.68569026358
0.215 0.542770960057 0.540226259296 4.68569026358
0.22 0.540908818249 0.538190151062 4.68569026358
0.225 0.539303848058 0.536156558409 4.68569026358
0.23 0.537700599831 0.534125292694 4.68569026358
0.235 0.536098866529 0.532277939909 4.68569026358
0.24 0.534498441625 0.530533162603 4.68569026358
0.245 0.532899119001 0.528787680748 4.68569026358
0.25 0.531300692842 0.527041337207 4.68569026358
0.255 0.529702957538 0.525293975016 4.68569026358
0.26 0.528226881039 0.5235454373 4.68569026358
0.265 0.526885764501 0.521795567183 4.68569026358
0.27 0.525542505508 0.520044207701 4.68569026358
0.275 0.52419690663 0.518291201717 4.68569026358
0.28 0.522848769569 0.516536391832 4.68569026358
0.285 0.521497895027 0.514879934467 4.68569026358
0.29 0.520144082637 0.513336631672 4.68569026358
0.295 0.518787130877 0.511788988078 4.68569026358
0.3 0.517426836946 0.510236862031 4.68569026358
0.305 0.516062996658 0.508680110439 4.68569026358
0.31 0.514695404325 0.507118588689 4.68569026358
0.315 0.51332385272 0.505552150574 4.68569026358
0.32 0.511948132859 0.503980648213 4.68569026358
0.325 0.510568033965 0.502403931967 4.68569026358
0.33 0.509183343339 0.500821850363 4.68569026358
0.335 0.507793846245 0.499234250002 4.68569026358
0.34 0.506399325797 0.497640975477 4.68569026358
0.345 0.504999562835 0.496041869288 4.68569026358
0.35 0.50359433581 0.494436771743 4.68569026358
0.355 0.502183420658 0.492825520872 4.68569026358
0.36 0.500766590674 0.491207952332 4.68569026358
0.365 0.499343616383 0.489583899304 4.68569026358
0.37 0.49791426541 0.487953192399 4.68569026358
0.375 0.496478302342 0.48631565955 4.68569026358
0.38 0.495035488592 0.484671125907 4.68569026358
0.385 0.493585582254 0.483019413724 4.68569026358
0.39 0.492128337963 0.481360342265 4.68569026358
0.395 0.490663506724 0.479693727656 4.68569026358
0.4 0.489190835789 0.478019382791 4.68569026358
0.405 0.487710068478 0.476337117196 4.68569026358
0.41 0.486223764695 0.474646736903 4.68569026358
0.415 0.484858725801 0.47294804432 4.68569026358
0.42 0.483483161334 0.471240838091 4.68569026358
0.425 0.482096793764 0.469524912957 4.68569026358
0.43 0.480699340481 0.467800059607 4.68569026358
0.435 0.479290513564 0.466066064526 4.68569026358
0.44 0.477870019702 0.464322709838 4.68569026358
0.445 0.47643755982 0.462630271378 4.68569026358
0.45 0.474992828963 0.460982421533 4.68569026358
0.455 0.473535516055 0.459323105559 4.68569026358
0.46 0.472065303665 0.457652084527 4.68569026358
0.465 0.470581867767 0.455969113892 4.68569026358
0.47 0.469084877494 0.454273943324 4.68569026358
0.475 0.467573994877 0.452566316478 4.68569026358
0.48 0.466048874579 0.450845970781 4.68569026358
0.485 0.464509163619 0.449112637205 4.68569026358
0.49 0.462954501079 0.447366040028 4.68569026358
0.495 0.461384517805 0.445605896589 4.68569026358
