#alpha, diff_ml, diff_cd, coef
#d= 12 
0.5 0.459798836096 0.44383191703 4.68569026358
0.505 0.458197069374 0.442043804025 4.68569026358
0.51 0.456578821797 0.440241252499 4.68569026358
0.515 0.454943688101 0.438423949337 4.68569026358
0.52 0.453291252951 0.436591573072 4.68569026358
0.525 0.451621090737 0.434743793568 4.68569026358
0.53 0.449932765124 0.432880271682 4.68569026358
0.535 0.448225828643 0.431000658912 4.68569026358
0.54 0.446499822247 0.429104597028 4.68569026358
0.545 0.444754274855 0.427191717688 4.68569026358
0.55 0.442988702879 0.42526164203 4.68569026358
0.555 0.44120260972 0.423313980252 4.68569026358
0.56 0.439395485245 0.42134833116 4.68569026358
0.565 0.437566805246 0.419364281709 4.68569026358
0.57 0.435716030857 0.417361406502 4.68569026358
0.575 0.433842607962 0.415339267281 4.68569026358
0.58 0.431945966567 0.413297412382 4.68569026358
0.585 0.430025520117 0.411235376163 4.68569026358
0.59 0.428080664832 0.409152678403 4.68569026358
0.595 0.426110778963 0.407048823669 4.68569026358
0.6 0.424115222028 0.40492330065 4.68569026358
0.605 0.422093334005 0.40277558145 4.68569026358
0.61 0.420044434491 0.400605120851 4.68569026358
0.615 0.417967821803 0.398411355525 4.68569026358
0.62 0.415862772048 0.396193703205 4.68569026358
0.625 0.413728538125 0.393951561817 4.68569026358
0.63 0.411564348687 0.391684308547 4.68569026358
0.635 0.409369407042 0.389391298866 4.68569026358
0.64 0.407142889985 0.38707186549 4.68569026358
0.645 0.404883946575 0.384725317286 4.68569026358
0.65 0.402591696788 0.382350938099 4.68569026358
0.655 0.400265230335 0.37994798552 4.68569026358
0.66 0.397903604934 0.377515689577 4.68569026358
0.665 0.39550584495 0.375053251317 4.68569026358
0.67 0.393070939719 0.372559841352 4.68569026358
0.675 0.390597841822 0.370034598257 4.68569026358
0.68 0.388085465248 0.367476626893 4.68569026358
0.685 0.385532683442 0.364884996612 4.68569026358
0.69 0.38293832724 0.36225873934 4.68569026358
0.695 0.380301182655 0.359596847531 4.68569026358
0.7 0.377619988524 0.356898271983 4.68569026358
0.705 0.374893434057 0.354161919495 4.68569026358
0.71 0.372120156068 0.351386650367 4.68569026358
0.715 0.369298736263 0.348571275711 4.68569026358
0.72 0.366427697995 0.345714554573 4.68569026358
0.725 0.363505503298 0.342815190846 4.68569026358
0.73 0.360530549141 0.339871829913 4.68569026358
0.735 0.357501163829 0.336883055115 4.68569026358
0.74 0.354415602975 0.333847383867 4.68569026358
0.745 0.3512720452 0.330763263501 4.68569026358
0.75 0.348068587524 0.327629066779 4.68569026358
0.755 0.344803240394 0.32444308704 4.68569026358
0.76 0.341473922319 0.321203532938 4.68569026358
0.765 0.338078454173 0.317908522755 4.68569026358
0.77 0.334614552863 0.314556078214 4.68569026358
0.775 0.331079824667 0.311144117765 4.68569026358
0.78 0.327471757928 0.307670449278 4.68569026358
0.785 0.323787715116 0.304132762081 4.68569026358
0.79 0.32002492442 0.300528618265 4.68569026358
0.795 0.316180470199 0.296855443188 4.68569026358
0.8 0.312251283017 0.293110515079 4.68569026358
0.805 0.30823412851 0.289290953634 4.68569026358
0.81 0.304125595356 0.285393707512 4.68569026358
0.815 0.29992208209 0.281415540492 4.68569026358
0.82 0.295619782623 0.277353016387 4.68569026358
0.825 0.291214670376 0.273202482208 4.68569026358
0.83 0.286702480915 0.268960049626 4.68569026358
0.835 0.282078692596 0.264621574402 4.68569026358
0.84 0.277338505501 0.260182633533 4.68569026358
0.845 0.272476817894 0.255638499805 4.68569026358
0.85 0.267488200274 0.250984113396 4.68569026358
0.855 0.262366866427 0.246214050112 4.68569026358
0.86 0.257106641286 0.241322485772 4.68569026358
0.865 0.251700924963 0.23630315616 4.68569026358
0.87 0.246142652527 0.231149311913 4.68569026358
0.875 0.240424248788 0.225853667443 4.68569026358
0.88 0.234537577527 0.220408343193 4.68569026358
0.885 0.22847388388 0.214804799819 4.68569026358
0.89 0.222223729357 0.209033763199 4.68569026358
0.895 0.215776917665 0.203085138594 4.68569026358
0.9 0.209122410236 0.196947912026 4.68569026358
0.905 0.202254121507 0.190610036678 4.68569026358
0.91 0.195157447511 0.184058301371 4.68569026358
0.915 0.18781274631 0.17727817778 4.68569026358
0.92 0.180204472784 0.170263864329 4.68569026358
0.925 0.17231557819 0.162986455301 4.68569026358
0.93 0.164127305205 0.155425988051 4.68569026358
0.935 0.155618946196 0.147560526454 4.68569026358
0.94 0.146767556414 0.139365545532 4.68569026358
0.945 0.13754761039 0.130813516429 4.68569026358
0.95 0.127930588577 0.1218734065 4.68569026358
0.955 0.117884475686 0.112510073102 4.68569026358
0.96 0.10737314522 0.102683523099 4.68569026358
0.965 0.0963555992436 0.092348001098 4.68569026358
0.97 0.0847850169633 0.0814508568899 4.68569026358
0.975 0.0726075535108 0.0699311248241 4.68569026358
0.98 0.0597607970287 0.0577177220334 4.68569026358
0.985 0.0461717643489 0.0447271343544 4.68569026358
0.99 0.031754248319 0.030860400002 4.68569026358
