#alpha, diff_ml, diff_cd, coef
#d= 10 

0.555 0.38694496142 0.374414747461 3.22110162965
0.56 0.385092331707 0.37245864688 3.22110162965
0.565 0.383220829017 0.370486152065 3.22110162965
0.57 0.381330002457 0.368496892745 3.22110162965
0.575 0.379419389067 0.366490488015 3.22110162965
0.58 0.377488513346 0.364466545906 3.22110162965
0.585 0.375536886745 0.36242466293 3.22110162965
0.59 0.373564007142 0.3603644236 3.22110162965
0.595 0.371569358292 0.358285399899 3.22110162965
0.6 0.369552409251 0.356187150876 3.22110162965
0.605 0.367512613761 0.354069221908 3.22110162965
0.61 0.365449409624 0.351931144234 3.22110162965
0.615 0.363362218062 0.34977243431 3.22110162965
0.62 0.361250442872 0.347592593161 3.22110162965
0.625 0.35911346989 0.345391105696 3.22110162965
0.63 0.356950666087 0.343167439985 3.22110162965
0.635 0.354761378774 0.340921046497 3.22110162965
0.64 0.352544934742 0.338651357296 3.22110162965
0.645 0.350300639351 0.336357785186 3.22110162965
0.65 0.348027775568 0.334039722814 3.22110162965
0.655 0.345725602975 0.331696541714 3.22110162965
0.66 0.343393356628 0.329327591296 3.22110162965
0.665 0.34103024602 0.326932197779 3.22110162965
0.67 0.33863545383 0.324509663008 3.22110162965
0.675 0.336208134668 0.322059263418 3.22110162965
0.68 0.333747413734 0.31958024851 3.22110162965
0.685 0.3312523854 0.317071839649 3.22110162965
0.69 0.328722111702 0.314533228573 3.22110162965
0.695 0.326155620808 0.311963575856 3.22110162965
0.7 0.323551905082 0.309362009259 3.22110162965
0.705 0.320909919612 0.306727621984 3.22110162965
0.71 0.318228580084 0.3040594708 3.22110162965
0.715 0.31550676079 0.301356574045 3.22110162965
0.72 0.312743292369 0.298617909488 3.22110162965
0.725 0.309936959788 0.295842412047 3.22110162965
0.73 0.307086499437 0.293028971334 3.22110162965
0.735 0.304190596757 0.290176429013 3.22110162965
0.74 0.301247883341 0.287283576045 3.22110162965
0.745 0.29825693391 0.284349149565 3.22110162965
0.75 0.295216263068 0.281371829683 3.22110162965
0.755 0.29212432182 0.278350235959 3.22110162965
0.76 0.28897949384 0.275282923619 3.22110162965
0.765 0.285780091459 0.272168379476 3.22110162965
0.77 0.282524351355 0.269005017513 3.22110162965
0.775 0.279210429862 0.265791174113 3.22110162965
0.78 0.275836397945 0.262525102888 3.22110162965
0.785 0.272400235874 0.25920496907 3.22110162965
0.79 0.268899827172 0.255828843422 3.22110162965
0.795 0.265332952719 0.252394695609 3.22110162965
0.8 0.261697283259 0.24890038699 3.22110162965
0.805 0.257990372245 0.245343662741 3.22110162965
0.81 0.254209647976 0.241722143261 3.22110162965
0.815 0.250352404252 0.238033314761 3.22110162965
0.82 0.246415791068 0.234274518924 3.22110162965
0.825 0.242396804003 0.230442941713 3.22110162965
0.83 0.238292272821 0.226535600734 3.22110162965
0.835 0.234098848235 0.222549331646 3.22110162965
0.84 0.229812989261 0.218480772987 3.22110162965
0.845 0.225430946774 0.214326349435 3.22110162965
0.85 0.22094874714 0.210082253249 3.22110162965
0.855 0.216362173718 0.205744423661 3.22110162965
0.86 0.211666746247 0.201308523939 3.22110162965
0.865 0.206857697752 0.196769915801 3.22110162965
0.87 0.20192994934 0.192123630802 3.22110162965
0.875 0.19687808209 0.187364338261 3.22110162965
0.88 0.191696304804 0.182486309216 3.22110162965
0.885 0.186378418968 0.177483375824 3.22110162965
0.89 0.180917778461 0.172348885443 3.22110162965
0.895 0.175307244631 0.167075648634 3.22110162965
0.9 0.169539135401 0.161655880037 3.22110162965
0.905 0.163612237372 0.15608113095 3.22110162965
0.91 0.157515708651 0.150342212185 3.22110162965
0.915 0.151233333874 0.144429105501 3.22110162965
0.92 0.144754579315 0.138343128098 3.22110162965
0.925 0.138067979771 0.132058868295 3.22110162965
0.93 0.131161025082 0.125562800203 3.22110162965
0.935 0.124020023433 0.118840373517 3.22110162965
0.94 0.116629943739 0.111875503576 3.22110162965
0.945 0.108974229168 0.104650350604 3.22110162965
0.95 0.101034576953 0.0971450584207 3.22110162965
0.955 0.0927906754998 0.0893374437318 3.22110162965
0.96 0.0842198890561 0.0812026233135 3.22110162965
0.965 0.0752968763888 0.0727125667245 3.22110162965
0.97 0.0659931255356 0.0638355522231 3.22110162965
0.975 0.0562763834647 0.0545355028531 3.22110162965
0.98 0.0461099444681 0.0447711684467 3.22110162965
0.985 0.0354517607394 0.0344951090411 3.22110162965
0.99 0.0242533113154 0.0236524185227 3.22110162965
0.995 0.0124581483034 0.0121791038938 3.22110162965
1.0 7.43132286872e-12 8.92673079942e-11 3.22110162965
