2 0.05025 0.0956697853535 2901.3226749897003
4 0.008125 0.0214033554293 2906.9541630744934
6 0.01826 0.0150246135354 2901.7900309562683
8 0.00267 0.0127602864646 2898.9998190402985
10 0.01815 0.0101390681818 2686.0721192359924
20 -0.00477 0.00372669909091 2691.7908380031586
40 0.0082 0.00191455176768 2690.311120033264
70 0.0115435714286 0.00161666985106 2687.6869831085205
100 0.007965 0.00100167300505 3049.013242959976
200 0.01006 0.000391305707071 3057.0406410694122
400 0.00796125 0.000274902997159 3047.3539168834686
