10  0.0685580232673 4.642419099807739
50  0.0470389928629 24.763899087905884
100  0.0349811603071 61.27855110168457
200  0.0334354775427 166.00186896324158
400  0.0286802292978 350.02972197532654
800  0.0306354303899 688.6606860160828
