5  1.030552  1.89199712032 #214.58276391
10  0.687212  1.25639219794 #414.380342007
20  0.363792  0.777689136311 #803.704237938
40  0.279653  0.600879230038 #1565.67531419
100  0.1645928  0.340702728531 #3916.03643513
200  0.099704  0.203246261033 #7755.78843904
400  0.0557294  0.115918957792 #15634.7663431
800  0.047953  0.0834308092733 #31300.68221
