#N, bias_h, bias_J, b_std_h/sqrt(M), b_std_J/sqrt(M) 
40  0.0115343071918  0.000227048975212  0.0132225911579  0.000321058439827
80  0.00553606281315  0.000152938131732  0.00621139183076  0.000219481609987
120  0.00329949993745  0.000122658677711  0.00394861929312  0.000177580176433
160  0.00254445065601  0.000105425426469  0.00302553313953  0.000152983044723
240  0.00170985434295  8.55404373152e-05  0.00182121087287  0.000124100172403
320  0.00125689022459  7.383491208e-05  0.00141038591774  0.000107469774863
480  0.000795879319457  6.01456673084e-05  0.00102147159362  8.74428203883e-05
640  0.000599022763258  5.20176851912e-05  0.000749939262942  7.5636299812e-05
960  0.000360537633437  4.23362517086e-05  0.000481497694138  6.17446895967e-05
1280  0.000371319753348  3.65289173539e-05  0.000328466144077  5.33782255682e-05
1920  0.000237443223557  2.98585968767e-05  0.000204935741731  4.35328993563e-05
2560  0.000158186830587  2.59384760664e-05  0.000137784507891  3.78354204613e-05
3840  9.18048661045e-05  2.1122922172e-05  0.000112784145375  3.07672131587e-05
5120  6.6999996542e-05  1.82768939259e-05  8.26545420758e-05  2.67166412529e-05
7680  5.14354989029e-05  1.49698192623e-05  9.06194104605e-05  2.18021642249e-05
