40  0.0113211896885  0.000124229328431  0.0130455602234  0.000175952288855
80  0.00526492048155  8.3626913605e-05  0.00606646527497  0.000120220794595
120  0.00342158731424  6.72101878215e-05  0.00400976261808  9.72077948652e-05
160  0.00257944576882  5.77581773923e-05  0.00301512440516  8.38301934786e-05
240  0.00159687076191  4.68736375901e-05  0.00184113956276  6.80606109432e-05
320  0.00118482046591  4.04493980103e-05  0.00138926470376  5.88400344122e-05
480  0.000838687649929  3.29285967936e-05  0.000873294136877  4.79512992198e-05
640  0.000592711991905  2.84507419394e-05  0.000687125030214  4.14625727465e-05
960  0.000367888394877  2.32015578372e-05  0.000482801042287  3.3809589091e-05
1280  0.000306819546302  2.00657777953e-05  0.000336105728004  2.93005548237e-05
1920  0.000195279831845  1.63681802548e-05  0.000186939223466  2.38822757465e-05
2560  0.000141479134232  1.41781624437e-05  0.000149501001601  2.06921487986e-05
3840  0.000110219358809  1.15840785375e-05  0.000136789675663  1.68640205203e-05
5120  7.17768476144e-05  1.00263543933e-05  0.000101509248684  1.46222881026e-05
