#N, bias_h, bias_J, b_std_h/sqrt(M), b_std_J/sqrt(M) 
320  0.201246399584  0.000127384190168  0.098418491787  0.000186597169649
480  0.200797011876  0.000103809601571  0.0989610968717  0.000151347852967
640  0.200836981252  9.01138532735e-05  0.099176446827  0.000131130978964
960  0.200457797872  7.36108164467e-05  0.0996194529431  0.000106794890517
1280  0.20041973201  6.35208645923e-05  0.0995970119286  9.27991917431e-05
1920  0.200194185682  5.19382839556e-05  0.0996170506846  7.57052501389e-05
2560  0.200148830158  4.49596892654e-05  0.0997959664645  6.54445616733e-05
3840  0.200060753729  3.65746648967e-05  0.0998734138565  5.29217735739e-05
5120  0.200160259818  3.18195901555e-05  0.0999112434846  4.63919679181e-05
7680  0.200063898531  2.58319474851e-05  0.0999597789726  3.78235818021e-05
11520  0.200013332943  2.1105600464e-05  0.0999264023061  3.07462563646e-05
17280  0.200017724359  1.72654508399e-05  0.100003405367  2.50792748363e-05
