#diff_E diff_E1_nin diff_E2_nin
0 -0.167805601243 0.706983773693
1 -0.16757506911 0.703735896466
2 -0.16733980179 0.70051010073
3 -0.16709997489 0.697306170927
4 -0.166855757903 0.694123895002
5 -0.166607314444 0.690963064323
6 -0.166354802475 0.687823473601
7 -0.166098374517 0.684704920813
8 -0.16583817786 0.681607207131
9 -0.165574354756 0.678530136843
10 -0.165307042611 0.675473517287
11 -0.16503637416 0.672437158784
12 -0.164762477648 0.669420874567
13 -0.164485476988 0.66642448072
14 -0.164205491927 0.663447796117
15 -0.163922638194 0.660490642356
16 -0.163637027648 0.657552843705
17 -0.163348768417 0.654634227042
18 -0.163057965037 0.651734621799
19 -0.162764718575 0.648853859911
20 -0.162469126758 0.645991775759
21 -0.162171284091 0.64314820612
22 -0.161871281968 0.64032299012
23 -0.16156920879 0.637515969181
24 -0.161265150061 0.634726986978
25 -0.160959188496 0.631955889388
26 -0.160651404117 0.629202524451
27 -0.160341874346 0.626466742322
28 -0.160030674096 0.623748395229
29 -0.159717875858 0.621047337435
30 -0.159403549781 0.618363425194
31 -0.159087763759 0.615696516712
32 -0.158770583501 0.613046472112
33 -0.158452072612 0.610413153393
34 -0.158132292659 0.607796424396
35 -0.157811303241 0.605196150767
36 -0.157489162059 0.602612199923
37 -0.157165924975 0.60004444102
38 -0.156841646078 0.597492744917
39 -0.15651637774 0.594956984146
40 -0.156190170673 0.592437032881
41 -0.155863073985 0.589932766904
42 -0.155535135237 0.587444063581
43 -0.155206400485 0.584970801829
44 -0.154876914337 0.582512862088
45 -0.154546719999 0.580070126293
46 -0.154215859318 0.577642477849
47 -0.153884372829 0.575229801602
48 -0.153552299797 0.572831983815
49 -0.153219678257 0.570448912143
50 -0.152886545054 0.568080475605
51 -0.152552935883 0.565726564566
52 -0.152218885325 0.563387070706
53 -0.151884426881 0.561061887003
54 -0.151549593009 0.558750907709
55 -0.151214415156 0.556454028326
56 -0.15087892379 0.554171145587
57 -0.150543148432 0.551902157433
58 -0.150207117684 0.549646962993
59 -0.14987085926 0.547405462567
60 -0.149534400013 0.5451775576
61 -0.149197765964 0.542963150668
62 -0.148860982323 0.540762145458
63 -0.14852407352 0.538574446748
64 -0.148187063226 0.536399960391
65 -0.147849974379 0.534238593296
66 -0.147512829202 0.532090253412
67 -0.147175649233 0.529954849709
68 -0.146838455339 0.527832292163
69 -0.146501267738 0.525722491739
70 -0.146164106024 0.523625360378
71 -0.145826989181 0.521540810975
72 -0.145489935601 0.519468757373
73 -0.145152963108 0.517409114337
74 -0.14481608897 0.515361797551
75 -0.144479329917 0.513326723593
76 -0.14414270216 0.511303809929
77 -0.143806221403 0.509292974896
78 -0.143469902862 0.507294137688
79 -0.143133761278 0.505307218341
80 -0.142797810928 0.503332137728
81 -0.142462065648 0.501368817536
82 -0.142126538837 0.49941718026
83 -0.141791243475 0.497477149189
84 -0.141456192135 0.495548648395
85 -0.141121396993 0.493631602718
86 -0.140786869844 0.491725937761
87 -0.140452622111 0.489831579869
88 -0.140118664853 0.487948456128
89 -0.139785008784 0.486076494347
90 -0.139451664274 0.484215623051
91 -0.139118641367 0.48236577147
92 -0.138785949785 0.480526869526
93 -0.138453598941 0.478698847826
94 -0.138121597948 0.476881637653
95 -0.137789955625 0.475075170951
96 -0.13745868051 0.47327938032
97 -0.137127780864 0.471494199007
98 -0.136797264683 0.469719560894
99 -0.136467139703 0.467955400488
100 -0.13613741341 0.466201652919
101 -0.135808093045 0.464458253921
102 -0.135479185613 0.462725139834
103 -0.135150697889 0.461002247587
104 -0.134822636426 0.459289514695
105 -0.134495007559 0.457586879248
106 -0.134167817416 0.455894279905
107 -0.133841071919 0.454211655885
108 -0.133514776793 0.452538946959
109 -0.133188937569 0.450876093444
110 -0.132863559596 0.449223036193
111 -0.132538648039 0.44757971659
112 -0.132214207887 0.445946076543
113 -0.131890243962 0.444322058473
114 -0.131566760916 0.442707605313
115 -0.131243763245 0.441102660496
116 -0.130921255285 0.439507167952
117 -0.130599241224 0.437921072097
118 -0.130277725103 0.436344317833
119 -0.129956710817 0.434776850533
120 -0.129636202127 0.433218616044
121 -0.129316202656 0.431669560673
122 -0.1289967159 0.430129631185
123 -0.128677745226 0.428598774798
124 -0.128359293879 0.427076939173
125 -0.128041364984 0.42556407241
126 -0.127723961552 0.424060123044
127 -0.12740708648 0.422565040039
128 -0.127090742556 0.421078772779
129 -0.126774932464 0.419601271067
130 -0.126459658781 0.418132485116
131 -0.12614492399 0.416672365547
132 -0.125830730472 0.415220863381
133 -0.125517080517 0.413777930036
134 -0.125203976322 0.41234351732
135 -0.124891419997 0.410917577428
136 -0.124579413565 0.409500062935
137 -0.124267958965 0.408090926793
138 -0.123957058058 0.406690122326
139 -0.123646712621 0.405297603224
140 -0.123336924361 0.40391332354
141 -0.123027694905 0.402537237684
142 -0.122719025813 0.40116930042
143 -0.122410918572 0.399809466861
144 -0.122103374602 0.398457692463
145 -0.121796395259 0.397113933025
146 -0.121489981834 0.39577814468
147 -0.121184135554 0.394450283892
148 -0.12087885759 0.393130307456
149 -0.120574149051 0.391818172489
150 -0.120270010993 0.390513836427
151 -0.119966444414 0.389217257022
152 -0.11966345026 0.387928392341
153 -0.119361029425 0.386647200756
154 -0.119059182754 0.385373640945
155 -0.118757911043 0.384107671887
156 -0.118457215039 0.382849252856
157 -0.118157095444 0.381598343422
158 -0.117857552919 0.380354903446
159 -0.117558588076 0.379118893072
160 -0.117260201489 0.37789027273
161 -0.116962393692 0.376669003129
162 -0.116665165177 0.375455045253
