#diff_E diff_E1_nin diff_E2_nin
0 0.351856132334 0.765182047689
1 0.347952213854 0.761034263928
2 0.344105172931 0.756920226637
3 0.340313742089 0.752839493712
4 0.336576693484 0.748791632723
5 0.332892837316 0.744776220622
6 0.329261020338 0.740792843456
7 0.325680124416 0.736841096093
8 0.32214906517 0.732920581958
9 0.318666790676 0.72903091278
10 0.315232280224 0.72517170835
11 0.311844543142 0.721342596281
12 0.308502617662 0.717543211791
13 0.305205569853 0.713773197475
14 0.301952492585 0.710032203105
15 0.298742504554 0.706319885422
16 0.295574749342 0.702635907945
17 0.292448394516 0.69897994078
18 0.28936263078 0.695351660444
19 0.286316671144 0.691750749684
20 0.283309750147 0.688176897316
21 0.280341123099 0.684629798057
22 0.277410065365 0.681109152369
23 0.274515871676 0.677614666309
24 0.271657855461 0.674146051382
25 0.268835348223 0.670703024397
26 0.266047698923 0.667285307336
27 0.2632942734 0.663892627215
28 0.260574453812 0.66052471596
29 0.2578876381 0.657181310283
30 0.255233239467 0.65386215156
31 0.25261068589 0.650566985719
32 0.250019419637 0.647295563124
33 0.247458896816 0.644047638468
34 0.244928586929 0.640822970668
35 0.242427972454 0.637621322763
36 0.239956548438 0.634442461814
37 0.237513822102 0.631286158811
38 0.235099312469 0.628152188576
39 0.232712549998 0.625040329677
40 0.230353076238 0.62195036434
41 0.228020443489 0.618882078363
42 0.225714214481 0.615835261033
43 0.223433962059 0.612809705048
44 0.221179268885 0.609805206442
45 0.218949727147 0.606821564504
46 0.216744938278 0.60385858171
47 0.214564512689 0.60091606365
48 0.212408069507 0.59799381896
49 0.210275236324 0.595091659255
50 0.208165648955 0.592209399062
51 0.206078951205 0.589346855762
52 0.204014794642 0.586503849521
53 0.201972838379 0.583680203239
54 0.199952748863 0.580875742484
55 0.197954199672 0.578090295442
56 0.195976871317 0.575323692856
57 0.194020451055 0.572575767979
58 0.1920846327 0.569846356515
59 0.190169116448 0.567135296576
60 0.188273608707 0.564442428627
61 0.186397821927 0.561767595438
62 0.184541474438 0.559110642042
63 0.1827042903 0.556471415684
64 0.180885999147 0.553849765781
65 0.179086336042 0.551245543877
66 0.177305041336 0.548658603599
67 0.175541860531 0.546088800619
68 0.173796544148 0.543535992613
69 0.172068847597 0.541000039222
70 0.170358531053 0.538480802014
71 0.168665359337 0.535978144445
72 0.166989101794 0.533491931825
73 0.165329532187 0.531022031285
74 0.16368642858 0.528568311737
75 0.162059573234 0.526130643843
76 0.160448752506 0.523708899986
77 0.158853756743 0.521302954229
78 0.157274380191 0.518912682295
79 0.155710420893 0.516537961528
80 0.154161680606 0.514178670864
81 0.152627964704 0.511834690808
82 0.151109082095 0.509505903398
83 0.149604845139 0.507192192184
84 0.148115069561 0.504893442194
85 0.146639574376 0.502609539915
86 0.145178181813 0.500340373259
87 0.143730717235 0.498085831547
88 0.14229700907 0.495845805474
89 0.140876888741 0.493620187094
90 0.139470190595 0.49140886979
91 0.138076751837 0.489211748254
92 0.136696412466 0.487028718465
93 0.13532901521 0.484859677664
94 0.133974405466 0.482704524333
95 0.132632431242 0.480563158177
96 0.131302943095 0.4784354801
97 0.129985794076 0.476321392186
98 0.128680839676 0.474220797677
99 0.127387937772 0.472133600958
100 0.126106948575 0.470059707534
101 0.124837734577 0.467999024013
102 0.123580160507 0.465951458089
103 0.122334093276 0.46391691852
104 0.121099401935 0.461895315115
105 0.119875957629 0.459886558716
106 0.11866363355 0.457890561178
107 0.117462304896 0.455907235356
108 0.116271848828 0.453936495087
109 0.115092144431 0.451978255177
110 0.113923072668 0.450032431382
111 0.112764516348 0.448098940393
112 0.111616360084 0.446177699826
113 0.110478490259 0.444268628199
114 0.109350794983 0.442371644927
115 0.108233164067 0.440486670301
116 0.107125488982 0.438613625478
117 0.106027662829 0.436752432464
118 0.104939580303 0.434903014106
119 0.103861137664 0.433065294075
120 0.102792232706 0.431239196852
121 0.101732764723 0.429424647722
122 0.100682634485 0.427621572754
123 0.0996417442033 0.425829898793
124 0.0986099975066 0.424049553449
125 0.0975872994114 0.422280465083
126 0.0965735562958 0.420522562796
127 0.0955686758729 0.418775776421
128 0.0945725671653 0.417040036507
129 0.0935851404805 0.41531527431
130 0.0926063073857 0.413601421785
131 0.0916359806845 0.411898411573
132 0.0906740743935 0.410206176992
133 0.0897205037195 0.408524652024
134 0.0887751850372 0.406853771309
135 0.0878380358675 0.405193470135
136 0.0869089748563 0.403543684425
137 0.085987921754 0.40190435073
138 0.0850747973947 0.400275406221
139 0.0841695236767 0.398656788678
140 0.0832720235433 0.39704843648
141 0.0823822209636 0.395450288599
142 0.0815000409141 0.393862284591
143 0.0806254093605 0.392284364586
144 0.0797582532403 0.390716469279
145 0.0788985004451 0.389158539926
146 0.0780460798039 0.387610518331
147 0.0772009210668 0.38607234684
148 0.0763629548884 0.384543968335
149 0.075532112812 0.383025326223
150 0.0747083272544 0.381516364432
151 0.0738915314907 0.380017027399
152 0.0730816596391 0.378527260067
153 0.0722786466469 0.377047007877
154 0.0714824282761 0.375576216758
155 0.0706929410893 0.374114833122
156 0.0699101224364 0.37266280386
157 0.0691339104412 0.37122007633
158 0.0683642439884 0.369786598351
159 0.0676010627106 0.368362318203
160 0.0668443069763 0.366947184611
161 0.0660939178772 0.365541146745
162 0.0653498372166 0.364144154213
163 0.0646120074972 0.362756157052
164 0.0638803719103 0.361377105725
165 0.0631548743239 0.360006951112
166 0.0624354592721 0.358645644508
167 0.0617220719442 0.357293137613
168 0.0610146581739 0.355949382529
169 0.0603131644295 0.354614331754
